Symbol,Parameters,Sharpe Ratio,Max Drawdown,Win Rate,Total Trades,Profit Loss
PLD,period=10;threshold=2.0,0.1250,0.3944,0.3378,74,0.18
PLTR,period=20;threshold=1.0,0.6726,0.6745,0.3881,67,2.85
PM,period=15;threshold=2.0,0.4416,0.1509,0.3462,52,0.52
PNC,period=20;threshold=1.0,0.5625,0.2582,0.3662,71,0.91
PNR,period=5;threshold=1.0,0.9786,0.1921,0.3766,231,2.12
PNW,period=15;threshold=2.0,0.3937,0.3083,0.3788,66,0.50
PODD,period=5;threshold=1.5,0.4680,0.5456,0.3568,199,0.98
POOL,period=10;threshold=1.0,0.8075,0.2474,0.3529,136,1.71
PPG,period=15;threshold=2.0,0.7906,0.3210,0.3810,63,1.36
PPL,period=20;threshold=2.0,0.3962,0.2125,0.3182,44,0.46
PRU,period=15;threshold=2.0,0.7299,0.3096,0.4038,52,1.36
PSA,period=20;threshold=1.0,0.4049,0.2839,0.3784,74,0.52
PSX,period=20;threshold=2.0,0.5386,0.3850,0.3673,49,1.05
PTC,period=5;threshold=1.5,0.9451,0.1959,0.3545,189,2.35
PWR,period=5;threshold=1.0,1.6357,0.1926,0.4008,247,8.05
PYPL,period=5;threshold=1.0,0.5153,0.5530,0.3512,242,1.13
QCOM,period=5;threshold=2.0,0.9060,0.2635,0.3544,158,2.74
RCL,period=20;threshold=2.0,0.6576,0.5749,0.3617,47,2.12
REGN,period=5;threshold=2.0,0.4825,0.3607,0.3750,144,0.77
REG,period=5;threshold=1.5,0.8389,0.2002,0.3661,183,2.27
RF,period=5;threshold=1.5,0.7470,0.2829,0.3497,183,1.84
RJF,period=15;threshold=1.5,0.4292,0.3602,0.3768,69,0.74
RL,period=20;threshold=1.0,1.0333,0.2117,0.3733,75,3.15
RMD,period=5;threshold=2.0,0.7814,0.3440,0.3423,149,1.74
ROK,period=5;threshold=1.0,0.7984,0.4677,0.3702,235,1.54
ROL,period=5;threshold=1.0,0.1009,0.4468,0.3399,203,0.11
ROP,period=5;threshold=1.0,0.6083,0.2622,0.3704,216,0.77
ROST,period=5;threshold=1.5,1.0295,0.1759,0.3560,191,2.84
RSG,period=5;threshold=1.0,0.8158,0.1379,0.3816,207,0.96
RTX,period=10;threshold=1.0,0.7941,0.1842,0.3769,130,1.36
RVTY,period=10;threshold=1.0,0.4582,0.3739,0.3306,124,0.75
SBAC,period=5;threshold=1.0,0.3053,0.3245,0.3421,228,0.43
SBUX,period=10;threshold=2.0,1.0060,0.3221,0.3596,89,1.93
SCHW,period=5;threshold=1.0,0.3789,0.4079,0.3463,231,0.63
SHW,period=5;threshold=1.0,0.5572,0.2728,0.3578,204,0.83
SJM,period=5;threshold=1.0,0.4855,0.2257,0.3363,226,0.62
SLB,period=5;threshold=2.0,0.7536,0.2931,0.3688,141,1.97
SMCI,period=15;threshold=1.0,0.5905,0.9628,0.3789,95,0.23
SNA,period=5;threshold=1.0,1.2359,0.1534,0.3602,236,2.92
SNPS,period=5;threshold=1.5,0.7705,0.2822,0.3825,183,1.74
SOLV,period=5;threshold=1.0,0.2155,0.2011,0.3443,61,0.08
SO,period=20;threshold=1.5,0.5529,0.2216,0.3333,66,0.62
SPGI,period=5;threshold=1.5,0.4960,0.3690,0.3333,171,0.65
SPG,period=5;threshold=1.5,0.8457,0.2969,0.3299,197,2.51
SRE,period=5;threshold=1.0,0.2822,0.2970,0.3288,219,0.38
STE,period=20;threshold=2.0,0.6452,0.2419,0.3958,48,0.92
STLD,period=20;threshold=1.5,1.0309,0.1930,0.3934,61,2.72
STT,period=20;threshold=1.0,0.6832,0.2495,0.3636,77,1.41
STX,period=15;threshold=1.5,0.5501,0.4601,0.3733,75,1.04
STZ,period=5;threshold=1.0,0.7038,0.2673,0.3333,234,1.14
SWKS,period=5;threshold=2.0,0.5781,0.3822,0.3397,156,1.35
SWK,period=10;threshold=1.0,0.6702,0.3186,0.3462,130,1.40
SW,period=5;threshold=1.5,0.7177,0.2930,0.3679,193,1.78
SYF,period=5;threshold=2.0,0.7282,0.3757,0.3617,141,1.95
SYK,period=15;threshold=1.5,0.9671,0.2543,0.4074,81,1.75
SYY,period=15;threshold=2.0,0.7807,0.2302,0.3393,56,1.45
TAP,period=10;threshold=2.0,0.4669,0.3071,0.3425,73,0.69
TDG,period=20;threshold=1.5,1.0115,0.1886,0.4194,62,2.05
TDY,period=5;threshold=1.5,0.7844,0.2041,0.3881,201,1.28
TECH,period=10;threshold=1.5,0.3932,0.3006,0.3093,97,0.69
TEL,period=20;threshold=1.0,0.9476,0.1947,0.3827,81,1.54
TER,period=5;threshold=2.0,0.4952,0.3467,0.3525,139,1.10
TFC,period=5;threshold=1.5,0.6275,0.3980,0.3459,185,1.41
TFX,period=10;threshold=1.0,0.0501,0.3385,0.3101,129,0.07
TGT,period=15;threshold=1.0,0.2377,0.4289,0.3647,85,0.34
TJX,period=5;threshold=1.5,1.1856,0.1649,0.3632,201,2.69
TMO,period=5;threshold=1.0,0.9302,0.1780,0.3621,232,1.64
TMUS,period=5;threshold=1.0,0.9999,0.2426,0.3656,227,1.61
TPL,period=15;threshold=2.0,0.8194,0.4465,0.3934,61,2.52
TPR,period=5;threshold=2.0,0.6826,0.3642,0.3435,131,1.97
TRGP,period=5;threshold=2.0,0.9080,0.2663,0.3893,131,2.59
TRMB,period=5;threshold=1.5,0.6535,0.2582,0.3459,185,1.37
TROW,period=5;threshold=1.0,0.5034,0.3478,0.3244,225,0.83
TRV,period=5;threshold=1.0,1.0612,0.1775,0.3716,218,1.72
TSCO,period=10;threshold=1.5,0.1161,0.8122,0.3725,102,-0.39
TSLA,period=20;threshold=2.0,-0.0549,0.7117,0.3077,39,-0.39
TSN,period=20;threshold=2.0,0.7465,0.1896,0.4000,50,1.05
TTWO,period=20;threshold=2.0,0.8758,0.3467,0.3750,48,1.96
TT,period=20;threshold=2.0,1.2228,0.3349,0.4118,51,2.31
TXN,period=5;threshold=1.0,1.2538,0.1476,0.3665,251,3.01
TXT,period=5;threshold=2.0,1.2735,0.1538,0.3464,153,3.70
TYL,period=10;threshold=1.0,0.8367,0.3191,0.3942,137,1.72
T,period=15;threshold=2.0,0.1508,0.3939,0.3333,48,0.21
UAL,period=20;threshold=2.0,0.8395,0.3888,0.3488,43,3.48
UBER,period=10;threshold=2.0,0.8660,0.4479,0.3855,83,3.29
UDR,period=10;threshold=1.0,0.4992,0.3218,0.3603,136,0.73
UHS,period=5;threshold=1.5,0.6331,0.2652,0.3545,189,1.13
ULTA,period=20;threshold=1.5,0.7866,0.4896,0.4237,59,1.92
UNH,period=20;threshold=1.5,1.0288,0.1614,0.3881,67,1.77
UNP,period=5;threshold=1.5,0.7267,0.2128,0.3600,200,1.07
UPS,period=5;threshold=2.0,0.6097,0.2308,0.3608,158,0.99
URI,period=20;threshold=1.0,0.9695,0.3051,0.3600,75,2.72
USB,period=5;threshold=1.5,0.6914,0.3494,0.3706,197,1.49
VICI,period=20;threshold=2.0,0.9208,0.1366,0.3913,46,1.38
VLO,period=5;threshold=1.5,0.6113,0.2512,0.3316,187,1.62
VLTO,period=5;threshold=1.0,0.6555,0.0917,0.3704,108,0.27
VMC,period=10;threshold=2.0,0.9138,0.2156,0.3765,85,1.66
VRSK,period=5;threshold=1.0,0.5516,0.3800,0.3835,206,0.71
VRSN,period=10;threshold=1.0,0.2860,0.2885,0.3433,134,0.38
VRTX,period=5;threshold=1.5,1.1980,0.1318,0.3687,198,2.53
VST,period=15;threshold=2.0,1.1467,0.3516,0.4386,57,4.32
VTRS,period=10;threshold=2.0,0.0038,0.4416,0.3494,83,-0.00
VTR,period=10;threshold=1.0,0.4077,0.3982,0.3393,112,0.66
VZ,period=20;threshold=2.0,-0.0206,0.3303,0.2955,44,0.05
V,period=5;threshold=1.5,0.9208,0.1808,0.3756,197,1.59
WAB,period=15;threshold=1.5,1.2563,0.1337,0.4110,73,2.74
WAT,period=20;threshold=1.5,0.5351,0.2185,0.3333,51,0.87
WBA,period=5;threshold=2.0,0.1399,0.5651,0.3014,146,0.16
WBD,period=20;threshold=1.5,0.3282,0.2962,0.3043,46,0.44
WDAY,period=5;threshold=1.5,0.7403,0.3197,0.3439,189,2.00
WDC,period=5;threshold=2.0,0.7135,0.4856,0.3597,139,2.04
WEC,period=20;threshold=2.0,0.3989,0.1960,0.3333,48,0.45
WELL,period=5;threshold=1.5,0.7957,0.3435,0.3627,193,1.82
WFC,period=5;threshold=2.0,0.5365,0.3094,0.3285,137,1.03
WMB,period=5;threshold=1.5,1.1395,0.1648,0.3492,189,2.20
WMT,period=5;threshold=1.0,0.5344,0.2757,0.3439,221,0.64
WM,period=5;threshold=2.0,0.9040,0.1223,0.3986,143,1.10
WRB,period=15;threshold=1.5,1.1496,0.1814,0.4146,82,2.18
WST,period=5;threshold=1.0,0.4334,0.4669,0.3761,218,0.78
WTW,period=5;threshold=1.0,0.6744,0.1787,0.3787,235,0.93
WYNN,period=20;threshold=2.0,0.5176,0.3435,0.3750,48,1.19
WY,period=5;threshold=1.0,0.8336,0.2555,0.3534,232,1.72
XEL,period=20;threshold=2.0,0.2073,0.2558,0.2955,44,0.27
XOM,period=10;threshold=1.0,0.7646,0.2265,0.3488,129,1.42
XYL,period=20;threshold=2.0,0.3187,0.3562,0.3636,44,0.44
YUM,period=15;threshold=2.0,0.8889,0.1109,0.3667,60,1.16
ZBH,period=20;threshold=1.0,0.5779,0.2604,0.3514,74,0.92
ZBRA,period=5;threshold=2.0,0.2954,0.4691,0.3212,137,0.46
ZTS,period=10;threshold=1.5,0.6511,0.2399,0.3571,98,1.00
