Symbol,Parameters,Sharpe Ratio,Max Drawdown,Win Rate,Total Trades,Profit Loss
CAH,period=20;stdDevMultiplier=2.0,1.1723,0.1242,0.4211,38,1.66
CARR,period=10;stdDevMultiplier=1.5,0.6121,0.2746,0.3684,95,1.05
CAT,period=30;stdDevMultiplier=2.0,0.9671,0.1817,0.4286,28,1.43
CBOE,period=10;stdDevMultiplier=1.5,0.7102,0.2379,0.4022,92,1.04
CBRE,period=20;stdDevMultiplier=2.0,0.5859,0.3821,0.3548,31,1.09
CB,period=30;stdDevMultiplier=2.0,1.1265,0.1532,0.4412,34,1.61
CCI,period=30;stdDevMultiplier=2.5,0.0651,0.4771,0.2500,12,0.11
CCL,period=30;stdDevMultiplier=2.5,0.5858,0.7263,0.3125,16,1.98
CDNS,period=30;stdDevMultiplier=2.5,0.7763,0.2959,0.4706,17,1.97
CDW,period=10;stdDevMultiplier=1.5,0.7588,0.2829,0.3402,97,1.28
CEG,period=30;stdDevMultiplier=2.0,0.6196,0.2698,0.4211,19,0.95
CE,period=10;stdDevMultiplier=2.0,0.1110,0.6545,0.3469,49,0.09
CFG,period=10;stdDevMultiplier=1.5,0.4946,0.3594,0.3474,95,0.99
CF,period=20;stdDevMultiplier=1.5,0.8229,0.2660,0.3333,63,2.10
CHD,period=10;stdDevMultiplier=1.5,0.5374,0.2712,0.3854,96,0.64
CHRW,period=10;stdDevMultiplier=1.5,0.4755,0.2100,0.3750,96,0.73
CHTR,period=10;stdDevMultiplier=1.5,0.0883,0.5025,0.3182,88,0.11
CINF,period=20;stdDevMultiplier=2.5,0.5455,0.3659,0.3889,18,0.98
CI,period=10;stdDevMultiplier=1.5,0.7335,0.1767,0.3469,98,1.32
CLX,period=30;stdDevMultiplier=2.5,0.4256,0.2280,0.4286,21,0.51
CL,period=20;stdDevMultiplier=1.5,0.3843,0.1813,0.3393,56,0.42
CMCSA,period=10;stdDevMultiplier=1.5,0.5943,0.3855,0.3611,108,0.93
CME,period=20;stdDevMultiplier=2.0,0.5149,0.2106,0.3889,36,0.65
CMG,period=20;stdDevMultiplier=2.0,0.4730,0.2434,0.3514,37,0.78
CMI,period=10;stdDevMultiplier=1.5,0.7293,0.1994,0.3441,93,1.17
CMS,period=20;stdDevMultiplier=1.5,0.5908,0.2402,0.3710,62,0.71
CNC,period=10;stdDevMultiplier=1.5,0.6092,0.2257,0.3400,100,1.14
CNP,period=30;stdDevMultiplier=2.0,1.0084,0.1626,0.4286,28,1.19
COF,period=10;stdDevMultiplier=2.0,0.7980,0.2399,0.3529,51,1.77
COO,period=10;stdDevMultiplier=2.0,-0.1046,0.7935,0.3220,59,-0.55
COP,period=10;stdDevMultiplier=2.0,0.5985,0.2032,0.3922,51,1.16
COR,period=30;stdDevMultiplier=2.0,1.0910,0.0970,0.4333,30,1.18
COST,period=10;stdDevMultiplier=2.5,0.6418,0.1975,0.4286,7,0.79
CPAY,period=10;stdDevMultiplier=2.0,0.7184,0.3566,0.3559,59,1.40
CPB,period=10;stdDevMultiplier=1.5,0.5263,0.2271,0.3491,106,0.65
CPRT,period=20;stdDevMultiplier=2.5,0.4267,0.3221,0.4286,14,0.58
CPT,period=30;stdDevMultiplier=2.5,0.4204,0.1753,0.3846,13,0.43
CRL,period=10;stdDevMultiplier=2.0,0.4116,0.3676,0.2679,56,0.69
CRM,period=20;stdDevMultiplier=2.5,0.4122,0.5071,0.4091,22,0.71
CRWD,period=20;stdDevMultiplier=1.5,0.5630,0.5145,0.4182,55,1.53
CSCO,period=10;stdDevMultiplier=1.5,0.5007,0.2649,0.3627,102,0.64
CSGP,period=10;stdDevMultiplier=1.5,0.5790,0.3873,0.3654,104,1.18
CSX,period=30;stdDevMultiplier=2.5,0.3590,0.1485,0.3846,13,0.39
CTAS,period=10;stdDevMultiplier=1.5,1.0239,0.2410,0.4059,101,1.81
CTRA,period=10;stdDevMultiplier=2.0,0.9079,0.2224,0.3509,57,2.24
CTSH,period=30;stdDevMultiplier=1.5,0.4879,0.2865,0.3571,42,0.67
CTVA,period=20;stdDevMultiplier=1.5,1.2372,0.1770,0.3934,61,2.98
CVS,period=30;stdDevMultiplier=2.5,0.2851,0.3276,0.4375,16,0.40
CVX,period=20;stdDevMultiplier=2.5,0.8946,0.1257,0.4286,21,1.41
CZR,period=30;stdDevMultiplier=2.5,0.4708,0.6676,0.3333,15,1.18
C,period=10;stdDevMultiplier=2.0,0.4251,0.3823,0.3220,59,0.64
DAL,period=20;stdDevMultiplier=2.5,0.7672,0.2106,0.3684,19,1.43
DAY,period=10;stdDevMultiplier=1.5,0.4640,0.4290,0.2842,95,0.92
DD,period=10;stdDevMultiplier=1.5,0.5009,0.2574,0.3158,95,0.78
DECK,period=10;stdDevMultiplier=1.5,0.9298,0.3144,0.3736,91,2.92
DELL,period=10;stdDevMultiplier=2.0,1.0284,0.3173,0.3684,57,3.21
DE,period=10;stdDevMultiplier=1.5,0.8376,0.2835,0.3511,94,1.73
DFS,period=30;stdDevMultiplier=1.5,0.8393,0.2364,0.4359,39,1.83
DGX,period=30;stdDevMultiplier=2.0,0.7499,0.1555,0.3571,28,0.87
DG,period=10;stdDevMultiplier=1.5,-0.0065,0.5570,0.3152,92,-0.03
DHI,period=10;stdDevMultiplier=1.5,0.7208,0.2540,0.3723,94,1.61
DHR,period=30;stdDevMultiplier=2.0,0.5968,0.1603,0.3636,33,0.83
DIS,period=30;stdDevMultiplier=1.5,0.2528,0.4126,0.3721,43,0.36
DLR,period=10;stdDevMultiplier=1.5,0.4528,0.3517,0.3663,101,0.70
DLTR,period=30;stdDevMultiplier=2.0,-0.0614,0.6426,0.3478,23,-0.15
DOC,period=20;stdDevMultiplier=2.5,0.3003,0.3212,0.2857,14,0.45
DOV,period=10;stdDevMultiplier=2.0,0.6379,0.1690,0.2791,43,0.88
DOW,period=10;stdDevMultiplier=2.0,0.1694,0.4628,0.3111,45,0.24
DPZ,period=10;stdDevMultiplier=1.5,0.1063,0.4228,0.3261,92,0.14
DRI,period=20;stdDevMultiplier=1.5,1.1779,0.2067,0.4464,56,3.29
DTE,period=20;stdDevMultiplier=1.5,0.3715,0.2605,0.3621,58,0.45
DUK,period=30;stdDevMultiplier=2.0,0.7216,0.2427,0.3750,32,0.82
DVA,period=10;stdDevMultiplier=2.0,0.6700,0.3333,0.3968,63,1.26
DVN,period=20;stdDevMultiplier=1.5,0.6428,0.4072,0.3036,56,1.60
DXCM,period=30;stdDevMultiplier=2.5,0.1329,0.5148,0.2308,13,0.06
D,period=20;stdDevMultiplier=1.5,0.1494,0.4044,0.3016,63,0.21
EA,period=30;stdDevMultiplier=2.0,0.3893,0.2472,0.3548,31,0.53
EBAY,period=30;stdDevMultiplier=2.0,0.9392,0.2585,0.3889,36,2.01
ECL,period=20;stdDevMultiplier=1.5,0.6967,0.2981,0.3750,56,1.07
ED,period=20;stdDevMultiplier=2.0,0.6470,0.1788,0.4048,42,0.73
EFX,period=20;stdDevMultiplier=2.5,0.4148,0.4026,0.2632,19,0.70
EG,period=30;stdDevMultiplier=1.5,1.0328,0.1277,0.4222,45,1.88
EIX,period=30;stdDevMultiplier=2.0,-0.0607,0.4335,0.2593,27,-0.04
ELV,period=10;stdDevMultiplier=2.0,1.0273,0.1767,0.4286,56,2.00
EL,period=10;stdDevMultiplier=2.0,-0.0746,0.7401,0.3585,53,-0.18
EMN,period=10;stdDevMultiplier=1.5,0.3868,0.3647,0.3483,89,0.58
EMR,period=20;stdDevMultiplier=1.5,0.7869,0.1893,0.4035,57,1.25
ENPH,period=10;stdDevMultiplier=2.5,0.6528,0.4512,0.3158,19,2.28
EOG,period=30;stdDevMultiplier=2.0,0.7748,0.3612,0.3429,35,1.83
EPAM,period=10;stdDevMultiplier=2.5,0.6944,0.2870,0.3529,17,1.66
EQIX,period=30;stdDevMultiplier=2.5,0.4938,0.1671,0.3846,13,0.62
EQR,period=20;stdDevMultiplier=2.0,0.4899,0.2724,0.3810,42,0.73
EQT,period=10;stdDevMultiplier=1.5,0.9404,0.2978,0.3711,97,3.64
ERIE,period=20;stdDevMultiplier=2.5,0.2136,0.2904,0.2143,14,0.29
ESS,period=10;stdDevMultiplier=2.5,0.4009,0.1692,0.2857,7,0.55
ES,period=30;stdDevMultiplier=2.5,-0.0391,0.3775,0.2500,16,-0.01
ETN,period=20;stdDevMultiplier=1.5,0.9777,0.1535,0.3770,61,1.85
ETR,period=30;stdDevMultiplier=2.0,0.7801,0.1537,0.4000,30,1.08
EVRG,period=20;stdDevMultiplier=1.5,0.4197,0.2235,0.3333,60,0.50
EW,period=20;stdDevMultiplier=2.5,0.4229,0.3381,0.3500,20,0.67
EXC,period=20;stdDevMultiplier=2.0,0.8122,0.2292,0.4091,44,1.09
EXPD,period=30;stdDevMultiplier=2.5,0.6962,0.1436,0.4444,18,0.77
EXPE,period=10;stdDevMultiplier=2.0,0.7235,0.5488,0.4082,49,2.12
EXR,period=30;stdDevMultiplier=2.0,0.2560,0.2920,0.3333,24,0.35
FANG,period=20;stdDevMultiplier=2.5,0.8739,0.3368,0.4667,15,3.06
FAST,period=20;stdDevMultiplier=2.0,0.6120,0.1832,0.3529,34,0.77
FCX,period=10;stdDevMultiplier=1.5,0.6766,0.4241,0.3226,93,1.76
FDS,period=30;stdDevMultiplier=2.0,0.4555,0.1820,0.4074,27,0.59
FDX,period=10;stdDevMultiplier=2.0,0.6649,0.2826,0.4043,47,1.21
FE,period=10;stdDevMultiplier=2.0,0.2857,0.2091,0.3148,54,0.38
FFIV,period=30;stdDevMultiplier=2.0,0.3858,0.2530,0.3929,28,0.50
FICO,period=30;stdDevMultiplier=2.5,0.7605,0.2811,0.5000,10,1.59
FIS,period=20;stdDevMultiplier=2.0,0.2746,0.3616,0.2821,39,0.40
FITB,period=10;stdDevMultiplier=1.5,0.3985,0.4027,0.3516,91,0.70
FI,period=10;stdDevMultiplier=1.5,0.8257,0.1833,0.3708,89,1.35
FMC,period=20;stdDevMultiplier=2.0,0.1339,0.4793,0.3333,36,0.17
FOXA,period=10;stdDevMultiplier=2.0,0.5225,0.3168,0.2917,48,0.88
FOX,period=10;stdDevMultiplier=2.5,0.6302,0.1179,0.3333,12,0.77
FRT,period=10;stdDevMultiplier=1.5,0.7822,0.2730,0.3737,99,1.89
FSLR,period=30;stdDevMultiplier=2.5,0.7445,0.2992,0.4000,15,2.27
FTNT,period=10;stdDevMultiplier=1.5,0.4100,0.8306,0.3737,99,0.18
FTV,period=10;stdDevMultiplier=1.5,0.4741,0.2704,0.3299,97,0.66
F,period=10;stdDevMultiplier=2.5,0.6294,0.3681,0.3077,13,1.64
GDDY,period=30;stdDevMultiplier=2.0,1.0600,0.1719,0.3939,33,2.28
GD,period=10;stdDevMultiplier=1.5,0.8950,0.1486,0.4100,100,1.30
GEHC,period=10;stdDevMultiplier=2.0,0.7496,0.1746,0.3721,43,0.68
GEN,period=30;stdDevMultiplier=1.5,0.6674,0.3760,0.4130,46,1.15
GEV,period=10;stdDevMultiplier=1.5,1.0974,0.1957,0.4400,25,0.53
GE,period=10;stdDevMultiplier=2.0,0.4821,0.2926,0.4182,55,28.28
GILD,period=10;stdDevMultiplier=2.5,0.3289,0.2162,0.4167,12,0.41
GIS,period=10;stdDevMultiplier=2.0,0.2084,0.3061,0.3125,48,0.27
GLW,period=30;stdDevMultiplier=2.5,0.5060,0.2082,0.2941,17,0.60
GL,period=10;stdDevMultiplier=2.5,1.0484,0.1454,0.3077,13,2.61
GM,period=10;stdDevMultiplier=2.5,0.6253,0.3793,0.4286,14,1.18
GNRC,period=20;stdDevMultiplier=2.5,0.3006,0.5209,0.4000,15,0.49
GOOGL,period=20;stdDevMultiplier=1.5,0.5995,0.1965,0.3878,49,1.01
GOOG,period=10;stdDevMultiplier=2.0,0.5715,0.2320,0.3922,51,0.94
GPC,period=30;stdDevMultiplier=2.0,0.8822,0.1550,0.4643,28,1.40
GPN,period=10;stdDevMultiplier=2.0,0.2141,0.3645,0.2353,51,0.30
GRMN,period=10;stdDevMultiplier=1.5,0.8182,0.2545,0.3483,89,1.58
GS,period=20;stdDevMultiplier=2.0,0.7917,0.2006,0.3721,43,1.34
GWW,period=10;stdDevMultiplier=2.5,0.9168,0.1415,0.4286,21,1.39
HAL,period=30;stdDevMultiplier=2.0,0.8175,0.2573,0.3226,31,2.46
HAS,period=10;stdDevMultiplier=1.5,0.5477,0.3878,0.3918,97,1.04
HBAN,period=30;stdDevMultiplier=2.5,0.4890,0.3335,0.4211,19,0.91
HCA,period=30;stdDevMultiplier=1.5,0.8193,0.2699,0.3846,39,1.52
HD,period=10;stdDevMultiplier=2.0,0.7888,0.2568,0.3725,51,1.14
HES,period=30;stdDevMultiplier=2.0,0.7368,0.2483,0.3200,25,1.80
HIG,period=20;stdDevMultiplier=1.5,1.0929,0.1509,0.3966,58,1.84
HII,period=30;stdDevMultiplier=2.5,0.5790,0.1439,0.4000,15,0.69
HLT,period=20;stdDevMultiplier=2.0,1.3539,0.2401,0.4390,41,3.89
HOLX,period=10;stdDevMultiplier=2.0,0.6905,0.1219,0.3455,55,0.98
HON,period=10;stdDevMultiplier=2.0,0.8388,0.2268,0.3559,59,1.17
HPE,period=30;stdDevMultiplier=2.5,0.8860,0.2413,0.4706,17,1.88
HPQ,period=30;stdDevMultiplier=2.5,0.8132,0.2027,0.4118,17,1.16
HRL,period=10;stdDevMultiplier=2.5,0.2326,0.1830,0.2857,21,0.30
HSIC,period=10;stdDevMultiplier=2.5,0.7939,0.0912,0.4667,15,0.78
HST,period=10;stdDevMultiplier=1.5,1.0512,0.3573,0.4057,106,4.00
HSY,period=30;stdDevMultiplier=2.0,0.6207,0.3117,0.4643,28,0.69
HUBB,period=10;stdDevMultiplier=1.5,0.7572,0.1947,0.3580,81,1.22
HUM,period=30;stdDevMultiplier=1.5,0.3255,0.5795,0.3659,41,0.49
HWM,period=10;stdDevMultiplier=1.5,1.4844,0.1387,0.3918,97,5.74
IBM,period=30;stdDevMultiplier=2.5,1.0042,0.1713,0.4444,18,1.68
ICE,period=30;stdDevMultiplier=2.5,0.8639,0.1222,0.4211,19,1.05
IDXX,period=10;stdDevMultiplier=1.5,0.2633,0.3943,0.3579,95,0.38
IEX,period=10;stdDevMultiplier=1.5,0.3990,0.2343,0.3708,89,0.52
IFF,period=20;stdDevMultiplier=2.0,0.1023,0.3785,0.2973,37,0.13
INCY,period=10;stdDevMultiplier=2.0,0.3142,0.4204,0.2766,47,0.46
INTC,period=20;stdDevMultiplier=2.5,0.6542,0.2192,0.3846,26,1.30
INTU,period=20;stdDevMultiplier=2.0,0.8650,0.3826,0.3810,42,2.13
INVH,period=20;stdDevMultiplier=2.5,0.9402,0.1251,0.5000,22,1.21
IPG,period=10;stdDevMultiplier=1.5,0.9279,0.3633,0.3936,94,1.97
IP,period=10;stdDevMultiplier=2.0,0.5738,0.3018,0.3115,61,0.93
IQV,period=10;stdDevMultiplier=2.5,0.4486,0.1703,0.4444,9,0.55
IRM,period=10;stdDevMultiplier=2.5,0.8512,0.3539,0.4348,23,1.74
IR,period=10;stdDevMultiplier=2.0,0.9713,0.2212,0.3962,53,2.00
ISRG,period=20;stdDevMultiplier=2.5,0.5626,0.2525,0.3529,17,0.88
ITW,period=10;stdDevMultiplier=2.0,0.7189,0.1834,0.3600,50,0.95
IT,period=20;stdDevMultiplier=2.0,0.9073,0.1706,0.4054,37,1.76
IVZ,period=10;stdDevMultiplier=2.5,0.7748,0.3557,0.2500,12,2.39
JBHT,period=30;stdDevMultiplier=1.5,0.5873,0.2742,0.3590,39,0.82
JBL,period=30;stdDevMultiplier=2.5,1.1194,0.1893,0.4737,19,2.69
JCI,period=10;stdDevMultiplier=1.5,0.5866,0.4226,0.3474,95,0.95
JKHY,period=30;stdDevMultiplier=2.5,0.4789,0.2013,0.3571,14,0.67
JNJ,period=30;stdDevMultiplier=2.5,0.6313,0.2125,0.4000,20,0.64
JNPR,period=10;stdDevMultiplier=2.0,0.3829,0.2227,0.3469,49,0.49
JPM,period=20;stdDevMultiplier=2.0,1.0077,0.2507,0.4103,39,1.85
J,period=20;stdDevMultiplier=2.0,0.9793,0.1867,0.3953,43,1.64
KDP,period=30;stdDevMultiplier=2.5,0.5011,0.2007,0.4375,16,0.62
KEYS,period=30;stdDevMultiplier=2.0,0.6114,0.3409,0.3333,33,1.00
KEY,period=10;stdDevMultiplier=2.0,0.3351,0.5378,0.3617,47,0.56
KHC,period=30;stdDevMultiplier=2.5,-0.0106,0.2238,0.2000,20,0.04
KIM,period=10;stdDevMultiplier=2.0,0.8387,0.2175,0.3400,50,2.27
KKR,period=10;stdDevMultiplier=2.0,1.0758,0.3100,0.3922,51,3.19
KLAC,period=30;stdDevMultiplier=1.5,1.0720,0.2661,0.4000,45,3.75
KMB,period=20;stdDevMultiplier=2.5,0.3906,0.2023,0.3478,23,0.46
KMI,period=30;stdDevMultiplier=2.0,0.5168,0.1904,0.3571,28,0.64
KMX,period=20;stdDevMultiplier=1.5,0.0794,0.5231,0.3333,57,0.03
KO,period=30;stdDevMultiplier=2.0,0.4167,0.1698,0.2692,26,0.42
KR,period=10;stdDevMultiplier=1.5,1.0237,0.1804,0.3868,106,1.82
KVUE,period=30;stdDevMultiplier=2.5,0.2690,0.1749,0.3333,6,0.17
K,period=20;stdDevMultiplier=2.0,0.4081,0.2315,0.3158,38,0.45
LDOS,period=30;stdDevMultiplier=2.0,0.7621,0.1725,0.4138,29,1.04
LEN,period=10;stdDevMultiplier=1.5,0.8692,0.2912,0.3696,92,2.11
LHX,period=20;stdDevMultiplier=2.0,0.5023,0.2458,0.3750,40,0.68
LH,period=10;stdDevMultiplier=2.0,0.5320,0.1826,0.2708,48,0.70
LII,period=10;stdDevMultiplier=1.5,0.9935,0.3085,0.3564,101,2.07
LIN,period=10;stdDevMultiplier=2.5,0.8973,0.1512,0.4211,19,0.89
LKQ,period=10;stdDevMultiplier=2.0,0.6791,0.2932,0.3600,50,1.30
LLY,period=20;stdDevMultiplier=2.0,0.9640,0.2214,0.4000,40,2.20
LMT,period=10;stdDevMultiplier=2.0,0.6663,0.1594,0.3750,56,0.85
LNT,period=30;stdDevMultiplier=1.5,0.6395,0.2235,0.3409,44,0.78
LOW,period=10;stdDevMultiplier=1.5,0.5526,0.2091,0.3368,95,0.85
LRCX,period=10;stdDevMultiplier=1.5,0.5299,0.3799,0.3299,97,1.26
LULU,period=20;stdDevMultiplier=2.5,0.1414,0.5313,0.3333,12,0.14
LUV,period=20;stdDevMultiplier=1.5,0.0951,0.6357,0.3061,49,0.07
LVS,period=30;stdDevMultiplier=2.0,0.3643,0.3988,0.3548,31,0.67
LW,period=20;stdDevMultiplier=2.0,0.3974,0.4011,0.3714,35,0.68
LYB,period=10;stdDevMultiplier=1.5,0.5679,0.2257,0.3187,91,0.95
LYV,period=30;stdDevMultiplier=2.0,0.8361,0.3964,0.3636,33,2.12
L,period=20;stdDevMultiplier=1.5,1.1435,0.1232,0.4516,62,1.74
MAA,period=20;stdDevMultiplier=2.0,0.4121,0.2295,0.3333,36,0.52
MAR,period=10;stdDevMultiplier=1.5,1.2949,0.2548,0.4128,109,4.14
MAS,period=10;stdDevMultiplier=2.0,0.5786,0.3378,0.3019,53,0.93
MA,period=20;stdDevMultiplier=1.5,0.8524,0.1778,0.4000,55,1.37
MCD,period=10;stdDevMultiplier=1.5,0.6127,0.1571,0.4000,100,0.63
MCHP,period=10;stdDevMultiplier=2.0,0.4184,0.2620,0.3333,54,0.77
MCK,period=20;stdDevMultiplier=1.5,1.2590,0.1653,0.4464,56,1.91
MCO,period=10;stdDevMultiplier=2.0,0.5180,0.2976,0.4043,47,0.70
MDLZ,period=10;stdDevMultiplier=2.5,0.3412,0.1687,0.3529,17,0.40
MDT,period=10;stdDevMultiplier=1.5,0.5046,0.2366,0.3367,98,0.68
META,period=10;stdDevMultiplier=1.5,0.7125,0.3336,0.3596,89,1.78
MET,period=10;stdDevMultiplier=2.0,1.0289,0.2442,0.4038,52,2.22
MGM,period=10;stdDevMultiplier=1.5,0.9364,0.3087,0.3636,99,3.41
MHK,period=10;stdDevMultiplier=1.5,0.6565,0.2998,0.3689,103,1.64
MKC,period=10;stdDevMultiplier=2.5,0.0003,0.2293,0.2500,12,0.09
MKTX,period=10;stdDevMultiplier=1.5,-0.2118,0.4646,0.2826,92,-0.25
MLM,period=10;stdDevMultiplier=1.5,0.9761,0.2164,0.3814,97,1.99
MMC,period=10;stdDevMultiplier=2.0,1.0646,0.1385,0.4000,50,1.37
MMM,period=10;stdDevMultiplier=1.5,0.3098,0.3638,0.3750,104,0.42
MNST,period=20;stdDevMultiplier=1.5,0.6988,0.1937,0.3793,58,0.98
MOH,period=10;stdDevMultiplier=2.0,0.8985,0.3260,0.3750,64,2.39
MOS,period=10;stdDevMultiplier=2.5,0.6631,0.3347,0.3333,12,1.92
MO,period=10;stdDevMultiplier=2.5,0.3983,0.2591,0.3333,18,0.53
MPC,period=10;stdDevMultiplier=2.5,0.6760,0.2266,0.4000,10,1.06
MPWR,period=30;stdDevMultiplier=2.0,0.8306,0.3300,0.3600,25,2.42
MRK,period=30;stdDevMultiplier=1.5,0.4433,0.3248,0.3590,39,0.55
MRNA,period=20;stdDevMultiplier=2.0,0.0598,0.8246,0.2973,37,-0.25
