Symbol,Parameters,Sharpe Ratio,Max Drawdown,Win Rate,Total Trades,Profit Loss
MHK,period=7.0;stdDevMultiplier=1.5,0.8265,0.3349,0.3481,135,2.90
MKC,period=5.0;stdDevMultiplier=1.75,0.1611,0.3448,0.3011,93,0.22
MKTX,period=21.0;stdDevMultiplier=3.75,0.0317,0.4367,0.2000,5,0.01
MLM,period=8.0;stdDevMultiplier=1.75,1.2669,0.2164,0.3956,91,3.50
MMC,period=8.0;stdDevMultiplier=2.0,1.2777,0.1244,0.4138,58,1.68
MMM,period=5.0;stdDevMultiplier=1.25,0.3975,0.3175,0.3518,199,0.61
MNST,period=22.0;stdDevMultiplier=1.5,0.8878,0.1937,0.3871,62,1.34
MOH,period=8.0;stdDevMultiplier=2.0,1.0407,0.2600,0.3860,57,2.75
MOS,period=6.0;stdDevMultiplier=1.0,1.0356,0.3771,0.3591,220,4.39
MO,period=8.0;stdDevMultiplier=2.25,0.6064,0.2448,0.3824,34,0.82
MPC,period=9.0;stdDevMultiplier=2.25,1.0181,0.2266,0.3478,23,3.03
MPWR,period=5.0;stdDevMultiplier=1.25,1.1890,0.3090,0.3881,219,7.63
MRK,period=15.0;stdDevMultiplier=3.0,0.5592,0.3003,0.4286,7,0.73
MRNA,period=12.0;stdDevMultiplier=2.75,0.4199,0.7789,0.2000,10,0.95
MSCI,period=12.0;stdDevMultiplier=2.25,0.8222,0.2715,0.4000,30,1.80
MSFT,period=14.0;stdDevMultiplier=2.25,1.0791,0.1646,0.4444,27,1.66
MSI,period=12.0;stdDevMultiplier=2.25,1.2525,0.1688,0.4595,37,2.25
MS,period=9.0;stdDevMultiplier=2.25,0.9781,0.2338,0.3556,45,2.27
MTB,period=7.0;stdDevMultiplier=1.25,0.8114,0.3402,0.3742,155,2.20
MTCH,period=7.0;stdDevMultiplier=1.75,0.6088,0.4642,0.3505,97,1.65
MTD,period=5.0;stdDevMultiplier=1.25,0.7147,0.2577,0.3465,202,1.23
MU,period=16.0;stdDevMultiplier=1.25,1.0553,0.3656,0.3371,89,4.10
NCLH,period=10.0;stdDevMultiplier=1.0,0.8050,0.4966,0.3893,131,4.53
NDAQ,period=9.0;stdDevMultiplier=2.0,0.7374,0.3000,0.3962,53,1.00
NDSN,period=9.0;stdDevMultiplier=1.0,0.7906,0.2502,0.4000,150,1.18
NEE,period=23.0;stdDevMultiplier=3.0,0.3545,0.3139,0.3333,9,0.56
NEM,period=21.0;stdDevMultiplier=2.75,0.7244,0.1946,0.3077,13,1.16
NFLX,period=19.0;stdDevMultiplier=3.5,0.9152,0.2645,0.4000,5,2.92
NI,period=7.0;stdDevMultiplier=2.25,0.9146,0.1644,0.3750,24,1.12
NKE,period=9.0;stdDevMultiplier=1.75,0.5319,0.3397,0.3125,80,0.93
NOC,period=6.0;stdDevMultiplier=1.75,0.9351,0.2330,0.3431,102,1.60
NOW,period=5.0;stdDevMultiplier=1.25,1.0435,0.2975,0.3816,207,4.03
NRG,period=10.0;stdDevMultiplier=2.25,0.8725,0.2690,0.4000,30,2.14
NSC,period=7.0;stdDevMultiplier=2.25,0.8192,0.2561,0.4167,24,1.46
NTAP,period=16.0;stdDevMultiplier=2.25,1.0162,0.1577,0.4571,35,2.09
NTRS,period=15.0;stdDevMultiplier=2.25,0.7868,0.1937,0.3333,33,1.49
NUE,period=13.0;stdDevMultiplier=2.25,1.3949,0.2524,0.4167,36,5.19
NVDA,period=23.0;stdDevMultiplier=2.25,1.0662,0.3719,0.4074,27,5.00
NVR,period=14.0;stdDevMultiplier=1.0,1.0416,0.2485,0.3980,98,2.29
NWSA,period=6.0;stdDevMultiplier=1.5,1.0491,0.2058,0.3723,137,2.24
NWS,period=24.0;stdDevMultiplier=3.25,1.0493,0.1993,0.5000,10,2.15
NXPI,period=5.0;stdDevMultiplier=1.0,1.2835,0.1627,0.3730,244,5.87
ODFL,period=8.0;stdDevMultiplier=2.0,0.9350,0.2499,0.3585,53,2.08
OKE,period=23.0;stdDevMultiplier=2.25,1.0904,0.2290,0.3871,31,2.59
OMC,period=7.0;stdDevMultiplier=1.25,0.7905,0.2064,0.3750,152,1.51
ON,period=5.0;stdDevMultiplier=1.0,1.1947,0.2130,0.3755,245,7.35
ORCL,period=12.0;stdDevMultiplier=2.5,1.3452,0.1287,0.4500,20,3.14
ORLY,period=6.0;stdDevMultiplier=1.0,1.2086,0.1683,0.3886,211,2.17
OTIS,period=11.0;stdDevMultiplier=2.25,0.9487,0.2196,0.4583,24,1.21
OXY,period=6.0;stdDevMultiplier=1.5,0.9353,0.3025,0.3237,139,3.77
O,period=30.0;stdDevMultiplier=2.75,0.5617,0.1730,0.3333,9,0.57
PANW,period=27.0;stdDevMultiplier=3.0,1.1259,0.2629,0.4615,13,5.52
PARA,period=14.0;stdDevMultiplier=1.5,0.3345,0.5251,0.3659,82,0.58
PAYC,period=5.0;stdDevMultiplier=1.75,0.7285,0.4360,0.3258,89,1.90
PAYX,period=14.0;stdDevMultiplier=2.0,1.2042,0.1853,0.4400,50,1.89
PCAR,period=7.0;stdDevMultiplier=1.0,0.9780,0.1136,0.3737,190,1.61
PCG,period=8.0;stdDevMultiplier=1.5,0.7796,0.2597,0.3898,118,1.98
PEG,period=8.0;stdDevMultiplier=2.0,0.9272,0.1809,0.3659,41,1.39
PEP,period=27.0;stdDevMultiplier=2.25,0.5571,0.1900,0.3846,26,0.62
PFE,period=30.0;stdDevMultiplier=3.25,0.4113,0.2131,0.5000,2,0.46
PFG,period=12.0;stdDevMultiplier=2.5,1.0891,0.1908,0.4400,25,2.40
PGR,period=30.0;stdDevMultiplier=4.75,1.1297,0.1237,0.0000,1,1.44
PG,period=8.0;stdDevMultiplier=2.0,0.8811,0.1507,0.3684,57,1.06
PHM,period=10.0;stdDevMultiplier=1.0,1.3381,0.1774,0.3819,144,5.42
PH,period=8.0;stdDevMultiplier=1.0,1.2281,0.1726,0.3966,179,3.32
PKG,period=23.0;stdDevMultiplier=2.75,0.9108,0.1452,0.4615,13,1.21
PLD,period=7.0;stdDevMultiplier=2.0,0.5680,0.2552,0.3448,58,0.87
PLTR,period=5.0;stdDevMultiplier=2.0,0.8812,0.3544,0.0000,3,3.67
PM,period=13.0;stdDevMultiplier=2.5,1.3780,0.1306,0.5000,20,1.19
PNC,period=8.0;stdDevMultiplier=1.25,0.6599,0.3312,0.3459,133,1.29
PNR,period=5.0;stdDevMultiplier=1.0,1.0241,0.1958,0.3808,239,2.18
PNW,period=29.0;stdDevMultiplier=1.5,0.5383,0.2179,0.4091,44,0.68
PODD,period=5.0;stdDevMultiplier=1.0,0.6896,0.4561,0.3625,251,1.97
POOL,period=10.0;stdDevMultiplier=1.0,0.8330,0.2474,0.3500,140,1.89
PPG,period=16.0;stdDevMultiplier=1.75,0.8143,0.3210,0.3810,63,1.42
PPL,period=30.0;stdDevMultiplier=2.5,0.9354,0.1707,0.4375,16,1.34
PRU,period=13.0;stdDevMultiplier=1.75,1.0237,0.2717,0.4091,66,2.39
PSA,period=28.0;stdDevMultiplier=2.5,0.8622,0.1559,0.3684,19,1.26
PSX,period=19.0;stdDevMultiplier=2.5,1.0481,0.1808,0.5000,24,2.23
PTC,period=8.0;stdDevMultiplier=1.0,1.0469,0.1819,0.3399,153,2.83
PWR,period=6.0;stdDevMultiplier=1.0,1.6296,0.1926,0.3991,233,7.26
PYPL,period=5.0;stdDevMultiplier=1.0,0.5865,0.5877,0.3583,254,1.36
QCOM,period=29.0;stdDevMultiplier=3.25,1.0056,0.0865,0.5000,4,0.83
RCL,period=30.0;stdDevMultiplier=3.0,0.9970,0.6447,0.5000,8,5.57
REGN,period=12.0;stdDevMultiplier=3.0,0.5672,0.0819,0.5000,4,0.44
REG,period=7.0;stdDevMultiplier=1.0,0.9467,0.2183,0.3646,181,2.86
RF,period=5.0;stdDevMultiplier=1.5,0.7696,0.3058,0.3677,155,1.87
RJF,period=15.0;stdDevMultiplier=2.5,0.9612,0.2686,0.3750,24,1.83
RL,period=20.0;stdDevMultiplier=1.0,1.0515,0.2117,0.3733,75,3.27
RMD,period=6.0;stdDevMultiplier=1.75,0.9389,0.2500,0.3366,101,2.26
ROK,period=5.0;stdDevMultiplier=1.0,0.8346,0.4019,0.3621,243,1.66
ROL,period=30.0;stdDevMultiplier=2.0,0.8780,0.2315,0.5000,24,1.45
ROP,period=30.0;stdDevMultiplier=2.25,1.1099,0.2119,0.4286,28,1.52
ROST,period=6.0;stdDevMultiplier=1.25,1.1219,0.1941,0.3596,178,3.39
RSG,period=26.0;stdDevMultiplier=2.25,1.2810,0.1057,0.4333,30,1.33
RTX,period=6.0;stdDevMultiplier=1.75,1.1036,0.1878,0.3936,94,2.77
RVTY,period=14.0;stdDevMultiplier=1.25,0.5520,0.3322,0.3636,88,0.97
SBAC,period=22.0;stdDevMultiplier=2.5,0.4986,0.2306,0.4118,17,0.71
SBUX,period=11.0;stdDevMultiplier=1.5,1.0885,0.2858,0.3564,101,2.13
SCHW,period=23.0;stdDevMultiplier=1.5,0.5521,0.3982,0.3529,51,1.03
SHW,period=14.0;stdDevMultiplier=2.25,0.8024,0.1450,0.3704,27,1.10
SJM,period=9.0;stdDevMultiplier=2.0,0.6680,0.2468,0.3462,52,0.82
SLB,period=25.0;stdDevMultiplier=2.5,0.8721,0.3036,0.4091,22,2.44
SMCI,period=16.0;stdDevMultiplier=2.5,0.9186,0.6333,0.4375,16,6.26
SNA,period=5.0;stdDevMultiplier=1.0,1.2117,0.1676,0.3686,236,2.75
SNPS,period=27.0;stdDevMultiplier=2.25,0.9858,0.2114,0.4000,25,2.08
SOLV,period=15.0;stdDevMultiplier=3.0,1.1888,0.0337,0.5000,2,0.27
SO,period=21.0;stdDevMultiplier=2.25,1.1389,0.1799,0.4250,40,1.40
SPGI,period=7.0;stdDevMultiplier=2.25,0.8662,0.1471,0.4000,20,1.04
SPG,period=8.0;stdDevMultiplier=1.5,0.9956,0.2980,0.3613,119,3.42
SRE,period=25.0;stdDevMultiplier=2.5,0.6203,0.2051,0.4211,19,0.87
STE,period=14.0;stdDevMultiplier=1.75,0.7303,0.2021,0.3676,68,1.09
STLD,period=23.0;stdDevMultiplier=2.5,1.1816,0.2105,0.4762,21,3.14
STT,period=9.0;stdDevMultiplier=2.0,0.7948,0.3937,0.3390,59,2.02
STX,period=13.0;stdDevMultiplier=1.75,0.7679,0.4140,0.4058,69,1.66
STZ,period=13.0;stdDevMultiplier=2.75,0.6593,0.1658,0.4545,11,0.98
SWKS,period=5.0;stdDevMultiplier=1.5,0.7047,0.3060,0.3210,162,1.91
SWK,period=13.0;stdDevMultiplier=1.0,0.8384,0.3684,0.3534,116,2.03
SW,period=9.0;stdDevMultiplier=1.0,0.9144,0.2146,0.3711,159,2.48
SYF,period=8.0;stdDevMultiplier=1.5,0.9314,0.2911,0.3514,111,2.99
SYK,period=5.0;stdDevMultiplier=1.75,1.1861,0.2022,0.3854,96,2.77
SYY,period=8.0;stdDevMultiplier=1.25,0.8910,0.2142,0.3451,142,2.01
TAP,period=8.0;stdDevMultiplier=2.0,0.7340,0.2515,0.3276,58,1.25
TDG,period=10.0;stdDevMultiplier=1.75,1.0662,0.1824,0.3636,66,2.31
TDY,period=7.0;stdDevMultiplier=1.25,0.8390,0.2283,0.3806,155,1.30
TECH,period=10.0;stdDevMultiplier=2.0,0.6787,0.2684,0.3774,53,1.60
TEL,period=15.0;stdDevMultiplier=1.25,1.0201,0.1445,0.3711,97,1.87
TER,period=30.0;stdDevMultiplier=2.75,0.5354,0.5188,0.3846,13,1.24
TFC,period=6.0;stdDevMultiplier=1.0,0.5512,0.3898,0.3382,207,1.13
TFX,period=12.0;stdDevMultiplier=1.0,0.1375,0.3046,0.3109,119,0.18
TGT,period=11.0;stdDevMultiplier=2.5,0.6261,0.2434,0.4000,15,1.28
TJX,period=6.0;stdDevMultiplier=1.75,1.2988,0.1375,0.4167,84,2.85
TMO,period=5.0;stdDevMultiplier=1.0,1.0672,0.2015,0.3690,252,2.08
TMUS,period=5.0;stdDevMultiplier=1.0,1.0435,0.2112,0.3562,233,1.73
TPL,period=7.0;stdDevMultiplier=2.25,0.9378,0.4701,0.3810,21,4.42
TPR,period=10.0;stdDevMultiplier=1.75,0.8758,0.2991,0.3562,73,2.71
TRGP,period=22.0;stdDevMultiplier=2.25,1.3901,0.0990,0.4400,25,2.22
TRMB,period=25.0;stdDevMultiplier=3.0,0.9249,0.0692,0.5000,6,0.97
TROW,period=30.0;stdDevMultiplier=3.0,0.7444,0.3029,0.5000,10,1.36
TRV,period=11.0;stdDevMultiplier=2.0,1.0953,0.1383,0.3704,54,1.87
TSCO,period=22.0;stdDevMultiplier=3.25,0.6812,0.0945,0.4000,5,0.62
TSLA,period=29.0;stdDevMultiplier=3.25,0.3459,0.6502,0.2500,4,0.61
TSN,period=21.0;stdDevMultiplier=2.0,0.9613,0.1561,0.4000,50,1.47
TTWO,period=24.0;stdDevMultiplier=1.5,0.9582,0.3467,0.3929,56,2.44
TT,period=16.0;stdDevMultiplier=2.0,1.2781,0.2772,0.4286,49,2.48
TXN,period=9.0;stdDevMultiplier=1.0,1.3645,0.1408,0.3952,167,3.37
TXT,period=14.0;stdDevMultiplier=1.5,1.3182,0.1512,0.4070,86,3.55
TYL,period=9.0;stdDevMultiplier=1.25,0.9208,0.3394,0.4029,139,1.99
T,period=5.0;stdDevMultiplier=2.0,0.7374,0.1081,0.0000,1,0.87
UAL,period=26.0;stdDevMultiplier=3.0,1.1112,0.2501,0.4444,9,3.58
UBER,period=7.0;stdDevMultiplier=1.75,1.0834,0.3534,0.3714,105,6.06
UDR,period=8.0;stdDevMultiplier=1.25,0.6514,0.4005,0.3603,136,1.09
UHS,period=7.0;stdDevMultiplier=1.5,0.8497,0.3867,0.3701,127,1.80
ULTA,period=14.0;stdDevMultiplier=2.0,1.0039,0.4117,0.4043,47,2.70
UNH,period=22.0;stdDevMultiplier=1.0,1.0090,0.1614,0.3636,77,1.67
UNP,period=30.0;stdDevMultiplier=2.75,1.0132,0.1416,0.5000,8,1.25
UPS,period=20.0;stdDevMultiplier=2.5,0.7493,0.1673,0.3810,21,1.17
URI,period=25.0;stdDevMultiplier=1.0,1.0947,0.2417,0.3913,69,3.06
USB,period=6.0;stdDevMultiplier=1.25,0.7523,0.3160,0.3730,185,1.72
VICI,period=9.0;stdDevMultiplier=2.0,1.2668,0.1578,0.3529,68,2.52
VLO,period=19.0;stdDevMultiplier=2.5,0.8683,0.2629,0.4706,17,1.94
VLTO,period=19.0;stdDevMultiplier=2.5,0.7006,0.0548,0.4615,13,0.22
VMC,period=19.0;stdDevMultiplier=2.0,0.9280,0.2117,0.3902,41,1.77
VRSK,period=5.0;stdDevMultiplier=1.5,0.6777,0.3210,0.3826,149,0.89
VRSN,period=25.0;stdDevMultiplier=2.75,0.4833,0.2350,0.4000,10,0.66
VRTX,period=8.0;stdDevMultiplier=1.0,1.3310,0.1184,0.4000,180,2.94
VST,period=16.0;stdDevMultiplier=1.75,1.1732,0.3516,0.4561,57,4.56
VTRS,period=27.0;stdDevMultiplier=3.0,0.5114,0.3089,0.3636,11,0.83
VTR,period=6.0;stdDevMultiplier=2.0,0.6841,0.2834,0.3529,34,1.34
VZ,period=29.0;stdDevMultiplier=1.75,0.2735,0.3592,0.3235,34,0.34
V,period=8.0;stdDevMultiplier=2.0,1.1546,0.1433,0.4167,48,1.89
WAB,period=12.0;stdDevMultiplier=1.5,1.3050,0.1107,0.4235,85,2.86
WAT,period=30.0;stdDevMultiplier=1.75,0.7444,0.2463,0.3226,31,1.34
WBA,period=8.0;stdDevMultiplier=1.0,0.5029,0.4185,0.3333,168,1.10
WBD,period=29.0;stdDevMultiplier=4.25,0.5538,0.2358,0.5000,2,0.70
WDAY,period=6.0;stdDevMultiplier=1.25,0.6321,0.3422,0.3333,168,1.52
WDC,period=14.0;stdDevMultiplier=1.25,0.8097,0.4874,0.3333,93,2.40
WEC,period=8.0;stdDevMultiplier=2.25,0.4315,0.2070,0.3158,19,0.51
WELL,period=26.0;stdDevMultiplier=2.5,1.1778,0.2122,0.5000,10,1.48
WFC,period=25.0;stdDevMultiplier=3.0,0.8115,0.2038,0.4000,10,1.48
WMB,period=6.0;stdDevMultiplier=1.5,1.2144,0.1930,0.3942,137,2.12
WMT,period=30.0;stdDevMultiplier=2.25,0.8991,0.1336,0.4583,24,0.92
WM,period=9.0;stdDevMultiplier=1.0,1.0643,0.1713,0.4000,145,1.30
WRB,period=16.0;stdDevMultiplier=1.25,1.3208,0.1494,0.4111,90,2.65
WST,period=30.0;stdDevMultiplier=3.0,1.0910,0.1521,0.4444,9,1.82
WTW,period=17.0;stdDevMultiplier=1.0,0.7580,0.2287,0.4043,94,1.15
WYNN,period=24.0;stdDevMultiplier=1.75,0.7370,0.3435,0.3750,48,2.33
WY,period=6.0;stdDevMultiplier=1.0,0.9710,0.2299,0.3491,212,2.19
XEL,period=22.0;stdDevMultiplier=2.25,0.5557,0.2233,0.4167,24,0.70
XOM,period=18.0;stdDevMultiplier=2.5,0.9791,0.1584,0.4444,18,1.67
XYL,period=12.0;stdDevMultiplier=2.0,0.4377,0.3970,0.3590,39,0.69
YUM,period=24.0;stdDevMultiplier=2.25,1.1006,0.1204,0.4688,32,1.42
ZBH,period=6.0;stdDevMultiplier=1.5,0.6410,0.2168,0.3226,124,1.00
ZBRA,period=22.0;stdDevMultiplier=3.0,0.6541,0.2428,0.5000,6,0.84
ZTS,period=9.0;stdDevMultiplier=2.5,0.9225,0.2373,0.4667,15,1.67
