Symbol,Parameters,Sharpe Ratio,Max Drawdown,Win Rate,Total Trades,Profit Loss
ORLY,period=5.0;threshold=1.25,1.2369,0.1683,0.3876,209,2.25
OTIS,period=5.0;threshold=1.5,0.7131,0.1861,0.3626,182,0.95
OXY,period=5.0;threshold=2.5,1.0372,0.2333,0.3360,125,5.53
O,period=25.0;threshold=1.75,0.3060,0.2913,0.3636,44,0.37
PANW,period=20.0;threshold=1.75,0.9318,0.2724,0.3878,49,2.66
PARA,period=10.0;threshold=0.5,0.3022,0.6418,0.3400,150,0.49
PAYC,period=5.0;threshold=1.5,0.4803,0.4103,0.3184,179,1.00
PAYX,period=15.0;threshold=2.25,1.1319,0.1667,0.4200,50,1.62
PCAR,period=25.0;threshold=1.75,0.8876,0.1320,0.4222,45,1.33
PCG,period=10.0;threshold=1.0,0.6316,0.2363,0.3538,130,1.19
PEG,period=15.0;threshold=2.5,0.8423,0.2269,0.4222,45,1.13
PEP,period=15.0;threshold=1.25,0.4367,0.1708,0.3902,82,0.46
PFE,period=25.0;threshold=2.0,-0.0225,0.4389,0.3143,35,0.02
PFG,period=10.0;threshold=1.25,0.9165,0.2256,0.3667,120,1.88
PGR,period=15.0;threshold=0.5,1.1815,0.1508,0.4153,118,1.99
PG,period=20.0;threshold=1.5,0.4941,0.1669,0.3594,64,0.52
PHM,period=10.0;threshold=1.0,1.3995,0.1759,0.3824,136,6.28
PH,period=20.0;threshold=1.75,1.1525,0.1566,0.4035,57,2.63
PKG,period=10.0;threshold=0.75,0.6140,0.2015,0.3557,149,0.91
PLD,period=10.0;threshold=2.5,0.2979,0.3820,0.3667,60,0.41
PLTR,period=15.0;threshold=1.75,0.7319,0.6708,0.3509,57,3.58
PM,period=25.0;threshold=1.75,0.5626,0.1972,0.3889,36,0.68
PNC,period=5.0;threshold=1.75,0.5828,0.2834,0.3057,157,1.07
PNR,period=5.0;threshold=1.25,1.0078,0.2501,0.3791,211,2.20
PNW,period=20.0;threshold=2.25,0.3972,0.2176,0.3250,40,0.48
PODD,period=5.0;threshold=2.5,0.6328,0.5494,0.3600,125,1.67
POOL,period=10.0;threshold=1.0,0.8075,0.2474,0.3529,136,1.71
PPG,period=15.0;threshold=2.0,0.7906,0.3210,0.3810,63,1.36
PPL,period=20.0;threshold=2.5,0.5192,0.1672,0.3929,28,0.61
PRU,period=10.0;threshold=2.5,0.8231,0.2499,0.3966,58,1.48
PSA,period=15.0;threshold=2.25,0.4809,0.2308,0.3800,50,0.62
PSX,period=25.0;threshold=2.25,0.8494,0.3342,0.4412,34,2.17
PTC,period=5.0;threshold=1.25,0.9789,0.1985,0.3535,215,2.55
PWR,period=5.0;threshold=1.0,1.6357,0.1926,0.4008,247,8.05
PYPL,period=5.0;threshold=1.0,0.5153,0.5530,0.3512,242,1.13
QCOM,period=5.0;threshold=1.75,0.9382,0.2742,0.3539,178,2.90
RCL,period=20.0;threshold=2.5,0.6968,0.6297,0.4074,27,2.49
REGN,period=5.0;threshold=2.0,0.4825,0.3607,0.3750,144,0.77
REG,period=10.0;threshold=0.75,0.8897,0.1551,0.3742,155,2.36
RF,period=5.0;threshold=1.5,0.7470,0.2829,0.3497,183,1.84
RJF,period=5.0;threshold=2.5,0.4877,0.3726,0.3178,107,0.93
RL,period=20.0;threshold=1.0,1.0333,0.2117,0.3733,75,3.15
RMD,period=5.0;threshold=2.5,1.0506,0.2084,0.3520,125,2.65
ROK,period=5.0;threshold=0.5,0.8203,0.3864,0.3590,273,1.62
ROL,period=25.0;threshold=2.25,0.7140,0.2315,0.3846,26,1.06
ROP,period=10.0;threshold=2.25,0.9269,0.1530,0.3788,66,1.19
ROST,period=5.0;threshold=1.75,1.0661,0.1941,0.3547,172,3.10
RSG,period=25.0;threshold=2.5,1.0821,0.1179,0.4333,30,1.10
RTX,period=10.0;threshold=1.25,0.8485,0.1842,0.3750,120,1.51
RVTY,period=15.0;threshold=2.25,0.4748,0.3793,0.3750,48,0.77
SBAC,period=5.0;threshold=1.0,0.3053,0.3245,0.3421,228,0.43
SBUX,period=10.0;threshold=1.75,1.0107,0.2953,0.3564,101,1.92
SCHW,period=5.0;threshold=0.5,0.5167,0.3855,0.3584,279,1.00
SHW,period=5.0;threshold=0.75,0.6200,0.2675,0.3673,226,0.96
SJM,period=15.0;threshold=0.5,0.5203,0.2920,0.3603,136,0.67
SLB,period=15.0;threshold=2.5,0.8807,0.3190,0.3590,39,2.84
SMCI,period=15.0;threshold=1.75,0.9228,0.6165,0.4265,68,7.37
SNA,period=5.0;threshold=1.0,1.2359,0.1534,0.3602,236,2.92
SNPS,period=10.0;threshold=0.75,0.7707,0.2446,0.3776,143,1.73
SOLV,period=5.0;threshold=0.5,0.5058,0.1844,0.3289,76,0.17
SO,period=20.0;threshold=2.5,0.9444,0.1922,0.4318,44,1.02
SPGI,period=5.0;threshold=1.75,0.6218,0.3522,0.3522,159,0.84
SPG,period=5.0;threshold=2.25,0.9127,0.2122,0.3525,139,2.96
SRE,period=5.0;threshold=2.5,0.4216,0.1646,0.3178,107,0.57
STE,period=25.0;threshold=2.25,0.6851,0.2100,0.3529,34,1.00
STLD,period=15.0;threshold=2.25,1.0479,0.2360,0.4118,51,2.82
STT,period=20.0;threshold=1.0,0.6832,0.2495,0.3636,77,1.41
STX,period=15.0;threshold=1.5,0.5501,0.4601,0.3733,75,1.04
STZ,period=5.0;threshold=0.5,0.7158,0.2660,0.3333,276,1.12
SWKS,period=5.0;threshold=2.25,0.6842,0.3839,0.3425,146,1.79
SWK,period=15.0;threshold=0.75,0.8330,0.3626,0.3583,120,1.98
SW,period=10.0;threshold=0.5,0.8892,0.2639,0.3915,189,2.37
SYF,period=10.0;threshold=2.25,0.8302,0.2690,0.4026,77,2.12
SYK,period=25.0;threshold=1.25,0.9993,0.2543,0.4035,57,1.69
SYY,period=15.0;threshold=2.0,0.7807,0.2302,0.3393,56,1.45
TAP,period=5.0;threshold=2.5,0.6434,0.2039,0.3619,105,1.10
TDG,period=10.0;threshold=0.5,1.1181,0.3158,0.4059,170,2.90
TDY,period=5.0;threshold=1.75,0.8067,0.2041,0.3799,179,1.33
TECH,period=5.0;threshold=2.5,0.5281,0.3645,0.3033,122,1.03
TEL,period=10.0;threshold=1.25,1.0030,0.1620,0.3643,129,1.75
TER,period=5.0;threshold=1.75,0.5353,0.4193,0.3681,163,1.26
TFC,period=5.0;threshold=1.5,0.6275,0.3980,0.3459,185,1.41
TFX,period=10.0;threshold=0.5,0.1409,0.3598,0.3354,161,0.19
TGT,period=15.0;threshold=1.0,0.2377,0.4289,0.3647,85,0.34
TJX,period=5.0;threshold=1.5,1.1856,0.1649,0.3632,201,2.69
TMO,period=5.0;threshold=1.25,0.9910,0.1891,0.3702,208,1.78
TMUS,period=5.0;threshold=0.75,1.0750,0.2587,0.3735,249,1.78
TPL,period=15.0;threshold=1.75,0.8216,0.4159,0.4091,66,2.40
TPR,period=5.0;threshold=0.5,0.8244,0.3279,0.3746,283,2.87
TRGP,period=25.0;threshold=2.5,1.0990,0.2358,0.4483,29,2.61
TRMB,period=5.0;threshold=1.25,0.6869,0.2417,0.3399,203,1.50
TROW,period=5.0;threshold=0.5,0.6408,0.3463,0.3498,283,1.17
TRV,period=5.0;threshold=1.0,1.0612,0.1775,0.3716,218,1.72
TSCO,period=15.0;threshold=1.25,0.1670,0.8134,0.3951,81,-0.32
TSLA,period=25.0;threshold=2.25,-0.0078,0.6962,0.3103,29,-0.30
TSN,period=20.0;threshold=2.25,0.9468,0.1561,0.4000,50,1.44
TTWO,period=20.0;threshold=2.0,0.8758,0.3467,0.3750,48,1.96
TT,period=15.0;threshold=2.25,1.2234,0.2772,0.4340,53,2.35
TXN,period=5.0;threshold=1.25,1.2580,0.1499,0.3777,233,3.09
TXT,period=5.0;threshold=2.0,1.2735,0.1538,0.3464,153,3.70
TYL,period=10.0;threshold=1.0,0.8367,0.3191,0.3942,137,1.72
T,period=20.0;threshold=1.25,0.2336,0.2872,0.3269,52,0.31
UAL,period=20.0;threshold=1.75,0.9359,0.3924,0.3774,53,4.40
UBER,period=10.0;threshold=1.75,0.9739,0.5267,0.3689,103,4.64
UDR,period=10.0;threshold=1.0,0.4992,0.3218,0.3603,136,0.73
UHS,period=5.0;threshold=1.5,0.6331,0.2652,0.3545,189,1.13
ULTA,period=20.0;threshold=1.75,0.8615,0.5104,0.4151,53,2.25
UNH,period=20.0;threshold=1.5,1.0288,0.1614,0.3881,67,1.77
UNP,period=5.0;threshold=1.5,0.7267,0.2128,0.3600,200,1.07
UPS,period=5.0;threshold=2.0,0.6097,0.2308,0.3608,158,0.99
URI,period=25.0;threshold=0.5,1.3648,0.2208,0.4112,107,5.26
USB,period=5.0;threshold=1.75,0.8252,0.3160,0.3687,179,2.03
VICI,period=20.0;threshold=1.25,1.0904,0.2044,0.3514,74,1.88
VLO,period=20.0;threshold=2.5,0.7716,0.2629,0.4286,35,2.17
VLTO,period=5.0;threshold=1.0,0.6555,0.0917,0.3704,108,0.27
VMC,period=20.0;threshold=2.5,1.0461,0.2111,0.4286,35,2.01
VRSK,period=5.0;threshold=0.5,0.7811,0.3806,0.3971,272,1.08
VRSN,period=5.0;threshold=2.5,0.3981,0.2738,0.3475,118,0.53
VRTX,period=5.0;threshold=1.5,1.1980,0.1318,0.3687,198,2.53
VST,period=15.0;threshold=2.0,1.1467,0.3516,0.4386,57,4.32
VTRS,period=25.0;threshold=1.5,0.1178,0.3253,0.3333,51,0.15
VTR,period=10.0;threshold=0.5,0.6405,0.3389,0.3459,159,1.33
VZ,period=25.0;threshold=2.0,0.2252,0.3933,0.3333,36,0.29
V,period=25.0;threshold=1.0,1.0505,0.1533,0.4058,69,1.66
WAB,period=15.0;threshold=1.25,1.3230,0.1337,0.4217,83,2.98
WAT,period=20.0;threshold=1.75,0.6387,0.2080,0.3111,45,1.09
WBA,period=10.0;threshold=0.75,0.3913,0.4812,0.3288,146,0.75
WBD,period=25.0;threshold=1.25,0.4411,0.3179,0.3333,42,0.70
WDAY,period=5.0;threshold=1.5,0.7403,0.3197,0.3439,189,2.00
WDC,period=15.0;threshold=0.5,0.8696,0.4821,0.3704,135,2.75
WEC,period=20.0;threshold=2.0,0.3989,0.1960,0.3333,48,0.45
WELL,period=20.0;threshold=2.25,1.1096,0.3376,0.4318,44,2.23
WFC,period=20.0;threshold=2.5,0.5924,0.3533,0.3871,31,1.14
WMB,period=5.0;threshold=1.5,1.1395,0.1648,0.3492,189,2.20
WMT,period=5.0;threshold=1.0,0.5344,0.2757,0.3439,221,0.64
WM,period=10.0;threshold=1.25,0.9512,0.1308,0.3782,119,1.11
WRB,period=5.0;threshold=2.5,1.2871,0.1236,0.4032,124,2.39
WST,period=5.0;threshold=1.0,0.4334,0.4669,0.3761,218,0.78
WTW,period=5.0;threshold=2.5,0.8004,0.2287,0.3818,110,1.31
WYNN,period=20.0;threshold=2.25,0.6386,0.3455,0.3810,42,1.67
WY,period=5.0;threshold=1.25,0.9882,0.2299,0.3491,212,2.26
XEL,period=20.0;threshold=2.5,0.4515,0.2233,0.3846,26,0.55
XOM,period=5.0;threshold=2.5,0.8535,0.2553,0.3689,103,1.77
XYL,period=5.0;threshold=0.75,0.4196,0.2601,0.3571,238,0.63
YUM,period=20.0;threshold=2.5,0.9329,0.1128,0.4444,36,1.13
ZBH,period=5.0;threshold=2.25,0.6531,0.2168,0.3226,124,1.03
ZBRA,period=5.0;threshold=0.5,0.4282,0.4157,0.3513,279,0.76
ZTS,period=10.0;threshold=1.5,0.6511,0.2399,0.3571,98,1.00
