Symbol,Parameters,Sharpe Ratio,Max Drawdown,Win Rate,Total Trades,Profit Loss
HOLX,fastPeriod=11.0;slowPeriod=22.0,0.3572,0.1903,0.2273,66,0.51
HON,fastPeriod=20.0;slowPeriod=22.0,0.4279,0.2327,0.2868,136,0.54
HPE,fastPeriod=6.0;slowPeriod=39.0,0.4649,0.2108,0.1667,54,0.80
HPQ,fastPeriod=20.0;slowPeriod=22.0,0.5266,0.2810,0.2748,131,1.05
HRL,fastPeriod=13.0;slowPeriod=24.0,-0.1834,0.2191,0.2154,65,-0.09
HSIC,fastPeriod=10.0;slowPeriod=20.0,0.2021,0.2926,0.2111,90,0.28
HST,fastPeriod=20.0;slowPeriod=39.0,0.0222,0.3287,0.2500,48,0.02
HSY,fastPeriod=5.0;slowPeriod=25.0,0.3389,0.1701,0.2192,73,0.42
HUBB,fastPeriod=18.0;slowPeriod=22.0,0.9223,0.1727,0.3021,96,1.95
HUM,fastPeriod=11.0;slowPeriod=20.0,-0.2219,0.3810,0.1923,78,-0.23
HWM,fastPeriod=7.0;slowPeriod=28.0,0.8088,0.3010,0.2581,62,2.08
IBM,fastPeriod=5.0;slowPeriod=21.0,0.5249,0.1992,0.2024,84,0.76
ICE,fastPeriod=10.0;slowPeriod=34.0,0.7601,0.1284,0.2857,49,0.91
IDXX,fastPeriod=20.0;slowPeriod=21.0,0.5857,0.3464,0.2500,160,1.09
IEX,fastPeriod=20.0;slowPeriod=39.0,0.3229,0.1578,0.3000,40,0.40
IFF,fastPeriod=8.0;slowPeriod=35.0,0.1347,0.2993,0.2292,48,0.19
INCY,fastPeriod=20.0;slowPeriod=21.0,0.3142,0.2349,0.2500,172,0.44
INTC,fastPeriod=19.0;slowPeriod=21.0,-0.2667,0.5706,0.2230,139,-0.44
INTU,fastPeriod=19.0;slowPeriod=20.0,0.4139,0.3496,0.2577,163,0.69
INVH,fastPeriod=19.0;slowPeriod=20.0,0.2359,0.2465,0.2486,177,0.31
IPG,fastPeriod=20.0;slowPeriod=50.0,0.5844,0.1849,0.2500,28,0.84
IP,fastPeriod=7.0;slowPeriod=26.0,0.6342,0.1585,0.2162,74,1.12
IQV,fastPeriod=10.0;slowPeriod=42.0,0.4958,0.2241,0.2813,32,0.79
IRM,fastPeriod=7.0;slowPeriod=40.0,0.9399,0.1986,0.2826,46,2.08
IR,fastPeriod=6.0;slowPeriod=20.0,0.4248,0.2458,0.2000,90,0.68
ISRG,fastPeriod=7.0;slowPeriod=26.0,0.8296,0.2872,0.2500,56,1.73
ITW,fastPeriod=19.0;slowPeriod=20.0,0.5344,0.1433,0.2695,167,0.69
IT,fastPeriod=5.0;slowPeriod=35.0,0.9882,0.1471,0.3036,56,2.03
IVZ,fastPeriod=15.0;slowPeriod=21.0,0.5333,0.4533,0.2444,90,1.14
JBHT,fastPeriod=18.0;slowPeriod=23.0,0.4351,0.2847,0.2500,88,0.69
JBL,fastPeriod=20.0;slowPeriod=21.0,0.5642,0.3748,0.2744,164,1.18
JCI,fastPeriod=20.0;slowPeriod=23.0,1.0559,0.2947,0.3165,79,2.39
JKHY,fastPeriod=20.0;slowPeriod=43.0,0.1201,0.2360,0.2927,41,0.17
JNJ,fastPeriod=6.0;slowPeriod=24.0,0.3040,0.1383,0.1918,73,0.32
JNPR,fastPeriod=13.0;slowPeriod=26.0,0.5027,0.1781,0.2623,61,0.77
JPM,fastPeriod=20.0;slowPeriod=44.0,0.7019,0.1627,0.3030,33,1.12
J,fastPeriod=20.0;slowPeriod=35.0,0.3214,0.2630,0.2500,44,0.43
KDP,fastPeriod=18.0;slowPeriod=22.0,0.2362,0.2189,0.2418,91,0.29
KEYS,fastPeriod=7.0;slowPeriod=21.0,0.3560,0.2472,0.1795,78,0.53
KEY,fastPeriod=5.0;slowPeriod=23.0,0.5210,0.3140,0.2308,78,1.14
KHC,fastPeriod=8.0;slowPeriod=28.0,0.3323,0.2165,0.1961,51,0.41
KIM,fastPeriod=10.0;slowPeriod=48.0,0.5615,0.1879,0.2857,28,0.90
KKR,fastPeriod=19.0;slowPeriod=20.0,0.9679,0.3481,0.3000,160,3.03
KLAC,fastPeriod=18.0;slowPeriod=20.0,0.3612,0.3506,0.2348,132,0.63
KMB,fastPeriod=14.0;slowPeriod=46.0,0.4119,0.1329,0.2581,31,0.44
KMI,fastPeriod=12.0;slowPeriod=49.0,0.5679,0.2474,0.3571,28,0.81
KMX,fastPeriod=14.0;slowPeriod=20.0,0.2999,0.2820,0.2805,82,0.48
KO,fastPeriod=18.0;slowPeriod=22.0,0.5850,0.2082,0.3012,83,0.60
KR,fastPeriod=5.0;slowPeriod=31.0,0.4228,0.1941,0.2308,65,0.65
KVUE,fastPeriod=8.0;slowPeriod=44.0,0.6402,0.1150,0.2941,17,0.38
K,fastPeriod=6.0;slowPeriod=40.0,0.2776,0.1254,0.2034,59,0.34
LDOS,fastPeriod=9.0;slowPeriod=21.0,0.3547,0.2795,0.2000,70,0.49
LEN,fastPeriod=20.0;slowPeriod=30.0,0.6897,0.2039,0.3333,48,1.40
LHX,fastPeriod=5.0;slowPeriod=25.0,0.1797,0.2955,0.1831,71,0.24
LH,fastPeriod=17.0;slowPeriod=20.0,0.4720,0.1768,0.2804,107,0.69
LII,fastPeriod=16.0;slowPeriod=21.0,0.8215,0.2556,0.2903,93,1.74
LIN,fastPeriod=7.0;slowPeriod=22.0,0.6780,0.1612,0.2025,79,0.89
LKQ,fastPeriod=7.0;slowPeriod=25.0,0.4057,0.2496,0.1918,73,0.60
LLY,fastPeriod=19.0;slowPeriod=22.0,1.1265,0.2747,0.2706,85,2.64
LMT,fastPeriod=16.0;slowPeriod=39.0,0.5132,0.1385,0.2045,44,0.60
LNT,fastPeriod=15.0;slowPeriod=20.0,0.1589,0.2226,0.2000,95,0.22
LOW,fastPeriod=20.0;slowPeriod=22.0,0.3874,0.2060,0.2542,118,0.53
LRCX,fastPeriod=8.0;slowPeriod=50.0,0.3855,0.3868,0.2619,42,0.70
LULU,fastPeriod=20.0;slowPeriod=21.0,0.7554,0.2688,0.2770,148,1.81
LUV,fastPeriod=18.0;slowPeriod=33.0,0.5399,0.3878,0.2813,32,0.99
LVS,fastPeriod=12.0;slowPeriod=43.0,0.2148,0.3528,0.2222,45,0.29
LW,fastPeriod=20.0;slowPeriod=34.0,0.3839,0.3128,0.2500,40,0.57
LYB,fastPeriod=20.0;slowPeriod=40.0,0.1929,0.3185,0.1842,38,0.26
LYV,fastPeriod=20.0;slowPeriod=21.0,0.4804,0.3703,0.2603,146,0.99
L,fastPeriod=20.0;slowPeriod=45.0,0.5948,0.1859,0.3235,34,0.81
MAA,fastPeriod=20.0;slowPeriod=27.0,0.6982,0.2165,0.2899,69,0.97
MAR,fastPeriod=18.0;slowPeriod=33.0,0.4425,0.3451,0.2500,48,0.72
MAS,fastPeriod=19.0;slowPeriod=22.0,0.6727,0.1699,0.2708,96,1.05
MA,fastPeriod=20.0;slowPeriod=23.0,0.2956,0.3489,0.2667,120,0.40
MCD,fastPeriod=18.0;slowPeriod=22.0,0.7810,0.1523,0.2609,115,0.86
MCHP,fastPeriod=20.0;slowPeriod=24.0,0.0432,0.4426,0.2473,93,0.01
MCK,fastPeriod=18.0;slowPeriod=23.0,1.0361,0.1595,0.2989,87,2.09
MCO,fastPeriod=5.0;slowPeriod=26.0,0.6283,0.1474,0.2500,72,0.91
MDLZ,fastPeriod=9.0;slowPeriod=20.0,0.8182,0.1137,0.2090,67,0.90
MDT,fastPeriod=15.0;slowPeriod=46.0,0.4691,0.1831,0.2286,35,0.57
META,fastPeriod=10.0;slowPeriod=24.0,0.8572,0.1933,0.3529,68,2.49
MET,fastPeriod=10.0;slowPeriod=27.0,0.4251,0.1896,0.2903,62,0.60
MGM,fastPeriod=19.0;slowPeriod=21.0,0.4616,0.4826,0.2593,135,1.02
MHK,fastPeriod=14.0;slowPeriod=50.0,0.4755,0.4491,0.1923,26,0.90
MKC,fastPeriod=6.0;slowPeriod=27.0,0.5844,0.1745,0.2373,59,0.70
MKTX,fastPeriod=10.0;slowPeriod=23.0,-0.0210,0.4814,0.1695,59,-0.04
MLM,fastPeriod=12.0;slowPeriod=47.0,0.7839,0.1691,0.3077,26,1.39
MMC,fastPeriod=20.0;slowPeriod=22.0,1.0356,0.1248,0.3415,123,1.30
MMM,fastPeriod=20.0;slowPeriod=21.0,0.4387,0.2231,0.2738,168,0.66
MNST,fastPeriod=19.0;slowPeriod=20.0,-0.0033,0.5895,0.2400,175,-0.15
MOH,fastPeriod=8.0;slowPeriod=27.0,0.0214,0.4551,0.1967,61,0.03
MOS,fastPeriod=10.0;slowPeriod=43.0,0.7671,0.3855,0.2105,38,2.35
MO,fastPeriod=5.0;slowPeriod=20.0,0.4443,0.1970,0.2258,93,0.58
MPC,fastPeriod=12.0;slowPeriod=27.0,0.9205,0.2586,0.3167,60,2.56
MPWR,fastPeriod=19.0;slowPeriod=20.0,0.6952,0.4314,0.3081,172,2.39
MRK,fastPeriod=9.0;slowPeriod=20.0,0.2425,0.2272,0.1266,79,0.30
MRNA,fastPeriod=14.0;slowPeriod=48.0,0.7000,0.5000,0.1923,26,2.73
MSCI,fastPeriod=17.0;slowPeriod=49.0,0.6022,0.1522,0.3125,32,0.95
MSFT,fastPeriod=18.0;slowPeriod=25.0,0.7585,0.1817,0.3056,72,1.22
MSI,fastPeriod=7.0;slowPeriod=21.0,0.8208,0.1588,0.2794,68,1.31
MS,fastPeriod=20.0;slowPeriod=36.0,0.7526,0.1749,0.3182,44,1.35
MTB,fastPeriod=15.0;slowPeriod=35.0,0.4158,0.2331,0.2292,48,0.75
MTCH,fastPeriod=18.0;slowPeriod=20.0,0.2083,0.5259,0.2462,130,0.27
MTD,fastPeriod=9.0;slowPeriod=26.0,0.5870,0.3382,0.2500,60,1.02
MU,fastPeriod=20.0;slowPeriod=49.0,0.6161,0.2883,0.3333,33,1.45
NCLH,fastPeriod=5.0;slowPeriod=23.0,0.2793,0.7298,0.1744,86,0.38
NDAQ,fastPeriod=6.0;slowPeriod=21.0,0.7085,0.2022,0.2632,76,1.04
NDSN,fastPeriod=20.0;slowPeriod=21.0,0.2295,0.2326,0.2405,158,0.30
NEE,fastPeriod=8.0;slowPeriod=26.0,-0.1283,0.7526,0.2113,71,-0.57
NEM,fastPeriod=19.0;slowPeriod=20.0,0.3814,0.3377,0.2276,145,0.61
NFLX,fastPeriod=16.0;slowPeriod=21.0,0.7730,0.3016,0.2805,82,2.18
NI,fastPeriod=20.0;slowPeriod=32.0,0.1722,0.3341,0.2203,59,0.23
NKE,fastPeriod=18.0;slowPeriod=21.0,0.2790,0.3816,0.2261,115,0.41
NOC,fastPeriod=13.0;slowPeriod=21.0,0.3581,0.2034,0.2073,82,0.48
NOW,fastPeriod=20.0;slowPeriod=21.0,0.4385,0.4751,0.2791,172,0.82
NRG,fastPeriod=5.0;slowPeriod=32.0,0.6211,0.1933,0.2656,64,1.31
NSC,fastPeriod=5.0;slowPeriod=29.0,0.4473,0.1843,0.2500,56,0.61
NTAP,fastPeriod=19.0;slowPeriod=27.0,0.3197,0.2899,0.2059,68,0.49
NTRS,fastPeriod=7.0;slowPeriod=20.0,0.1094,0.3090,0.1705,88,0.15
NUE,fastPeriod=6.0;slowPeriod=23.0,0.8410,0.3485,0.2308,78,2.52
NVDA,fastPeriod=6.0;slowPeriod=20.0,0.2363,0.9338,0.2317,82,-0.59
NVR,fastPeriod=20.0;slowPeriod=30.0,0.7791,0.2139,0.3333,48,1.36
NWSA,fastPeriod=6.0;slowPeriod=23.0,0.7779,0.2244,0.2568,74,1.36
NWS,fastPeriod=12.0;slowPeriod=20.0,0.7485,0.2537,0.2917,72,1.28
NXPI,fastPeriod=20.0;slowPeriod=23.0,0.4503,0.3186,0.2240,125,0.86
ODFL,fastPeriod=20.0;slowPeriod=21.0,0.6686,0.2661,0.2898,176,1.39
OKE,fastPeriod=18.0;slowPeriod=40.0,0.9619,0.1724,0.3158,38,2.40
OMC,fastPeriod=20.0;slowPeriod=23.0,0.5794,0.2955,0.3103,116,0.86
ON,fastPeriod=11.0;slowPeriod=24.0,0.3955,0.3608,0.2024,84,0.79
ORCL,fastPeriod=12.0;slowPeriod=20.0,1.0009,0.2597,0.3108,74,2.36
ORLY,fastPeriod=7.0;slowPeriod=24.0,0.7718,0.2063,0.2787,61,1.10
OTIS,fastPeriod=9.0;slowPeriod=20.0,0.6812,0.1653,0.2405,79,0.88
OXY,fastPeriod=7.0;slowPeriod=31.0,0.7895,0.3144,0.1552,58,2.90
O,fastPeriod=5.0;slowPeriod=24.0,0.1320,0.1819,0.1884,69,0.19
PANW,fastPeriod=20.0;slowPeriod=21.0,0.1046,0.6893,0.3061,147,-0.25
PARA,fastPeriod=20.0;slowPeriod=22.0,0.0686,0.8422,0.2374,139,-0.13
PAYC,fastPeriod=8.0;slowPeriod=46.0,0.3828,0.2952,0.2195,41,0.65
PAYX,fastPeriod=20.0;slowPeriod=21.0,0.6998,0.1590,0.2877,146,1.04
PCAR,fastPeriod=20.0;slowPeriod=21.0,0.7716,0.1658,0.2857,168,1.25
PCG,fastPeriod=18.0;slowPeriod=38.0,0.6955,0.1734,0.2750,40,1.21
PEG,fastPeriod=9.0;slowPeriod=40.0,0.4752,0.1566,0.2857,42,0.57
PEP,fastPeriod=12.0;slowPeriod=33.0,0.2051,0.1396,0.2553,47,0.24
PFE,fastPeriod=13.0;slowPeriod=22.0,0.4254,0.2980,0.1967,61,0.57
PFG,fastPeriod=15.0;slowPeriod=40.0,0.4063,0.2597,0.2683,41,0.63
PGR,fastPeriod=20.0;slowPeriod=22.0,0.9643,0.1760,0.2832,113,1.68
PG,fastPeriod=12.0;slowPeriod=28.0,0.5231,0.1275,0.2712,59,0.54
PHM,fastPeriod=20.0;slowPeriod=28.0,0.6436,0.3109,0.2794,68,1.29
PH,fastPeriod=19.0;slowPeriod=41.0,0.7967,0.1965,0.3158,38,1.52
PKG,fastPeriod=19.0;slowPeriod=39.0,0.7028,0.1425,0.3529,34,1.10
PLD,fastPeriod=8.0;slowPeriod=34.0,0.8145,0.1462,0.2889,45,1.28
PLTR,fastPeriod=19.0;slowPeriod=45.0,0.6106,0.5151,0.1613,31,2.12
PM,fastPeriod=5.0;slowPeriod=20.0,0.7817,0.1285,0.2346,81,1.12
PNC,fastPeriod=19.0;slowPeriod=36.0,0.6820,0.2174,0.3250,40,1.20
PNR,fastPeriod=10.0;slowPeriod=32.0,0.9869,0.1582,0.2826,46,2.04
PNW,fastPeriod=7.0;slowPeriod=20.0,0.3260,0.2040,0.2025,79,0.40
PODD,fastPeriod=16.0;slowPeriod=22.0,0.4895,0.2921,0.2333,90,1.00
POOL,fastPeriod=19.0;slowPeriod=21.0,0.5378,0.3703,0.2236,161,0.95
PPG,fastPeriod=20.0;slowPeriod=24.0,0.4179,0.2350,0.2581,93,0.59
PPL,fastPeriod=6.0;slowPeriod=24.0,0.4086,0.1494,0.2346,81,0.49
PRU,fastPeriod=20.0;slowPeriod=41.0,0.2275,0.2692,0.1316,38,0.31
PSA,fastPeriod=20.0;slowPeriod=22.0,0.5920,0.2183,0.2806,139,0.84
PSX,fastPeriod=9.0;slowPeriod=24.0,0.5118,0.2498,0.2833,60,0.91
PTC,fastPeriod=18.0;slowPeriod=37.0,0.3614,0.3233,0.2273,44,0.53
PWR,fastPeriod=20.0;slowPeriod=37.0,1.4732,0.2475,0.4231,26,6.22
PYPL,fastPeriod=19.0;slowPeriod=26.0,0.2364,0.4937,0.2586,58,0.34
QCOM,fastPeriod=20.0;slowPeriod=21.0,0.7944,0.3081,0.2885,156,2.16
RCL,fastPeriod=5.0;slowPeriod=20.0,0.9890,0.4913,0.2632,76,4.87
REGN,fastPeriod=18.0;slowPeriod=36.0,0.4949,0.2003,0.2683,41,0.72
REG,fastPeriod=16.0;slowPeriod=21.0,0.7492,0.2653,0.3258,89,1.31
RF,fastPeriod=5.0;slowPeriod=40.0,0.6272,0.2560,0.2500,40,1.26
RJF,fastPeriod=17.0;slowPeriod=21.0,0.8494,0.2796,0.2600,100,1.85
RL,fastPeriod=19.0;slowPeriod=35.0,0.8562,0.3321,0.2683,41,2.59
RMD,fastPeriod=15.0;slowPeriod=24.0,0.4867,0.2848,0.2917,72,0.81
ROK,fastPeriod=19.0;slowPeriod=22.0,0.3490,0.3256,0.2613,111,0.54
ROL,fastPeriod=5.0;slowPeriod=28.0,0.5983,0.1888,0.2182,55,0.92
ROP,fastPeriod=16.0;slowPeriod=21.0,0.4776,0.1611,0.2688,93,0.57
ROST,fastPeriod=19.0;slowPeriod=29.0,0.4383,0.2578,0.3000,60,0.67
RSG,fastPeriod=17.0;slowPeriod=41.0,0.9769,0.1082,0.3333,33,1.17
RTX,fastPeriod=20.0;slowPeriod=33.0,0.7314,0.1322,0.2545,55,1.09
RVTY,fastPeriod=20.0;slowPeriod=28.0,0.4848,0.3017,0.2500,60,0.79
SBAC,fastPeriod=9.0;slowPeriod=30.0,0.2585,0.2150,0.2000,65,0.34
SBUX,fastPeriod=19.0;slowPeriod=30.0,0.6273,0.2382,0.2642,53,1.13
SCHW,fastPeriod=17.0;slowPeriod=50.0,0.8281,0.2856,0.2593,27,1.83
SHW,fastPeriod=18.0;slowPeriod=21.0,0.1521,0.6733,0.3113,106,-0.08
SJM,fastPeriod=20.0;slowPeriod=21.0,0.1871,0.3573,0.2703,185,0.25
SLB,fastPeriod=5.0;slowPeriod=32.0,0.4370,0.3248,0.1719,64,0.84
SMCI,fastPeriod=10.0;slowPeriod=25.0,0.7778,0.4013,0.2295,61,4.75
SNA,fastPeriod=19.0;slowPeriod=20.0,0.5552,0.2828,0.2595,158,0.94
SNPS,fastPeriod=17.0;slowPeriod=20.0,0.8587,0.2743,0.2719,114,2.14
SOLV,fastPeriod=13.0;slowPeriod=22.0,1.3803,0.0988,0.4167,12,0.44
SO,fastPeriod=5.0;slowPeriod=47.0,0.6966,0.1914,0.2444,45,0.78
SPGI,fastPeriod=5.0;slowPeriod=41.0,0.6022,0.1461,0.2857,42,0.77
SPG,fastPeriod=12.0;slowPeriod=46.0,0.9124,0.2527,0.3030,33,2.05
SRE,fastPeriod=11.0;slowPeriod=50.0,0.1684,0.2076,0.1944,36,0.22
STE,fastPeriod=7.0;slowPeriod=21.0,0.3899,0.2102,0.2530,83,0.56
STLD,fastPeriod=8.0;slowPeriod=32.0,0.6871,0.3054,0.2593,54,1.78
STT,fastPeriod=20.0;slowPeriod=27.0,0.1340,0.2784,0.2222,72,0.17
STX,fastPeriod=5.0;slowPeriod=27.0,0.3422,0.4123,0.1944,72,0.56
STZ,fastPeriod=18.0;slowPeriod=22.0,0.3915,0.1897,0.2474,97,0.50
SWKS,fastPeriod=20.0;slowPeriod=21.0,0.1591,0.3738,0.2543,173,0.21
SWK,fastPeriod=20.0;slowPeriod=21.0,0.6298,0.2784,0.2739,157,1.19
SW,fastPeriod=20.0;slowPeriod=24.0,0.5227,0.2313,0.2614,88,0.98
SYF,fastPeriod=20.0;slowPeriod=29.0,0.7028,0.2572,0.2857,56,1.72
SYK,fastPeriod=14.0;slowPeriod=47.0,0.3620,0.2743,0.2857,35,0.50
SYY,fastPeriod=16.0;slowPeriod=20.0,0.0723,0.2675,0.2525,99,0.11
TAP,fastPeriod=19.0;slowPeriod=20.0,0.6528,0.2467,0.2919,161,1.13
TDG,fastPeriod=19.0;slowPeriod=20.0,0.6428,0.4286,0.2585,205,1.29
TDY,fastPeriod=15.0;slowPeriod=28.0,0.6112,0.1400,0.3400,50,0.86
TECH,fastPeriod=9.0;slowPeriod=48.0,-0.2258,0.8421,0.1304,46,-0.68
TEL,fastPeriod=18.0;slowPeriod=30.0,0.4231,0.2174,0.2462,65,0.59
TER,fastPeriod=19.0;slowPeriod=21.0,0.6787,0.3957,0.2500,136,1.81
TFC,fastPeriod=14.0;slowPeriod=30.0,0.1868,0.1931,0.2037,54,0.26
TFX,fastPeriod=9.0;slowPeriod=22.0,0.0119,0.3930,0.2121,66,0.03
TGT,fastPeriod=19.0;slowPeriod=25.0,0.5788,0.2090,0.2879,66,1.03
TJX,fastPeriod=20.0;slowPeriod=49.0,0.3491,0.1857,0.2571,35,0.46
TMO,fastPeriod=11.0;slowPeriod=20.0,0.5471,0.2183,0.2568,74,0.80
