symbol,timestamp,open,high,low,close,volume,trade_count,vwap
PEP,2020-03-12 04:00:00+00:00,122.1,125.0,113.59,115.34,14779827.0,136275.0,118.462545
PEP,2020-03-13 04:00:00+00:00,120.68,127.59,115.07,127.45,14333183.0,133232.0,122.289778
PEP,2020-03-16 04:00:00+00:00,114.69,123.82,112.0,113.09,12574232.0,114650.0,116.709484
PEP,2020-03-17 04:00:00+00:00,116.7,127.86,116.39,127.72,16185495.0,158403.0,123.789332
PEP,2020-03-18 04:00:00+00:00,120.84,127.72,113.7701,120.92,17189062.0,161668.0,119.990489
PEP,2020-03-19 04:00:00+00:00,121.43,122.09,116.06,117.34,10695501.0,97428.0,118.189045
PEP,2020-03-20 04:00:00+00:00,118.24,118.45,101.42,103.93,16200064.0,119398.0,110.412294
PEP,2020-03-23 04:00:00+00:00,106.0,112.87,102.87,105.18,15787762.0,134670.0,106.31956
PEP,2020-03-24 04:00:00+00:00,109.93,114.43,109.365,113.84,13499219.0,103283.0,112.641775
PEP,2020-03-25 04:00:00+00:00,112.74,116.36,111.04,112.5,11016620.0,95011.0,113.370783
PEP,2020-03-26 04:00:00+00:00,112.71,121.8,112.58,120.26,12277811.0,94776.0,118.112983
PEP,2020-03-27 04:00:00+00:00,118.57,124.65,117.99,120.46,11741966.0,102261.0,120.812657
PEP,2020-03-30 04:00:00+00:00,121.61,125.84,121.51,125.48,8235106.0,69074.0,124.199496
PEP,2020-03-31 04:00:00+00:00,124.94,125.695,119.5267,120.1,8832742.0,74723.0,121.663313
PEP,2020-04-01 04:00:00+00:00,117.27,122.3,115.665,118.12,8256512.0,71918.0,118.740468
PEP,2020-04-02 04:00:00+00:00,117.215,125.177,116.48,123.86,6836190.0,65838.0,122.345275
PEP,2020-04-03 04:00:00+00:00,123.19,125.37,122.44,124.59,6505169.0,56377.0,124.123786
PEP,2020-04-06 04:00:00+00:00,128.66,132.13,125.29,131.16,10042928.0,77495.0,130.030543
PEP,2020-04-07 04:00:00+00:00,132.71,135.08,130.29,130.48,7208253.0,73986.0,132.218138
PEP,2020-04-08 04:00:00+00:00,129.64,133.295,129.13,132.61,6263995.0,61143.0,131.872567
PEP,2020-04-09 04:00:00+00:00,132.09,135.08,131.51,133.63,6196888.0,68374.0,133.594696
PEP,2020-04-13 04:00:00+00:00,131.69,133.3499,129.43,130.89,4388410.0,43492.0,130.89008
PEP,2020-04-14 04:00:00+00:00,133.22,138.63,132.35,138.4,7380351.0,65511.0,137.072162
PEP,2020-04-15 04:00:00+00:00,137.14,137.56,133.7,135.03,6503682.0,62341.0,135.272776
PEP,2020-04-16 04:00:00+00:00,136.9662,136.9662,133.85,135.64,5659139.0,46215.0,135.464136
PEP,2020-04-17 04:00:00+00:00,137.73,138.0,134.91,137.55,6365313.0,48095.0,137.058057
PEP,2020-04-20 04:00:00+00:00,136.9355,137.38,134.51,134.55,4590656.0,48385.0,135.649082
PEP,2020-04-21 04:00:00+00:00,132.14,132.94,130.59,130.94,5186122.0,53928.0,131.42157
PEP,2020-04-22 04:00:00+00:00,132.44,133.67,131.22,132.62,4856400.0,42663.0,132.456691
PEP,2020-04-23 04:00:00+00:00,132.5,134.14,130.03,130.26,6686407.0,48106.0,131.28161
PEP,2020-04-24 04:00:00+00:00,130.87,134.82,130.65,134.36,4661208.0,41459.0,133.43965
PEP,2020-04-27 04:00:00+00:00,134.42,135.21,133.89,134.46,4533297.0,46561.0,134.530944
PEP,2020-04-28 04:00:00+00:00,136.78,137.68,134.66,136.32,7560325.0,63705.0,136.220703
PEP,2020-04-29 04:00:00+00:00,136.77,136.98,132.9,133.36,7690516.0,76033.0,133.889783
PEP,2020-04-30 04:00:00+00:00,132.41,133.17,130.42,132.29,8448469.0,65145.0,132.205563
PEP,2020-05-01 04:00:00+00:00,131.12,132.225,129.52,130.14,5381431.0,49361.0,130.333584
PEP,2020-05-04 04:00:00+00:00,130.17,131.35,129.325,130.92,6093626.0,58117.0,130.483911
PEP,2020-05-05 04:00:00+00:00,131.64,133.33,130.77,131.67,4034288.0,45674.0,132.087658
PEP,2020-05-06 04:00:00+00:00,131.58,132.23,130.69,130.78,4681055.0,40473.0,131.221469
PEP,2020-05-07 04:00:00+00:00,131.55,132.0,130.12,131.55,6535390.0,57858.0,131.22186
PEP,2020-05-08 04:00:00+00:00,133.07,135.16,132.46,134.23,4839170.0,48161.0,134.186482
PEP,2020-05-11 04:00:00+00:00,133.43,136.2,133.17,134.38,4186260.0,40738.0,134.67598
PEP,2020-05-12 04:00:00+00:00,134.755,136.38,132.86,132.94,4609741.0,49138.0,134.179176
PEP,2020-05-13 04:00:00+00:00,133.18,134.47,131.45,132.96,5902806.0,61725.0,132.818055
PEP,2020-05-14 04:00:00+00:00,132.71,133.56,130.15,133.08,6165737.0,68468.0,132.385805
PEP,2020-05-15 04:00:00+00:00,133.77,137.66,132.787,135.95,27027345.0,117233.0,135.732143
PEP,2020-05-18 04:00:00+00:00,136.85,137.99,135.06,135.52,10351063.0,75997.0,135.76794
PEP,2020-05-19 04:00:00+00:00,134.43,134.76,131.4,131.73,7245109.0,78451.0,132.567046
PEP,2020-05-20 04:00:00+00:00,132.54,132.6841,130.34,131.26,9013213.0,88868.0,131.179559
PEP,2020-05-21 04:00:00+00:00,130.98,131.44,129.61,130.21,5614154.0,56295.0,130.301919
PEP,2020-05-22 04:00:00+00:00,129.61,130.63,129.17,130.48,3860820.0,50356.0,130.078923
PEP,2020-05-26 04:00:00+00:00,131.94,132.05,129.4,129.75,6535260.0,64834.0,130.382496
PEP,2020-05-27 04:00:00+00:00,129.88,130.84,128.58,130.81,6350372.0,63313.0,130.080337
PEP,2020-05-28 04:00:00+00:00,131.21,132.73,130.11,132.29,5603822.0,59355.0,132.065498
PEP,2020-05-29 04:00:00+00:00,132.01,132.24,130.32,131.55,20496405.0,82801.0,131.482996
PEP,2020-06-01 04:00:00+00:00,131.6,133.9461,131.19,132.99,4550867.0,54268.0,132.924547
PEP,2020-06-02 04:00:00+00:00,133.05,133.81,131.12,132.63,5969683.0,62846.0,132.101396
PEP,2020-06-03 04:00:00+00:00,133.24,134.275,132.6,132.82,6125366.0,56399.0,133.061988
PEP,2020-06-04 04:00:00+00:00,131.59,133.56,130.18,130.57,5764597.0,62437.0,131.41936
PEP,2020-06-05 04:00:00+00:00,131.0,133.52,130.77,132.44,7887812.0,70170.0,132.293247
PEP,2020-06-08 04:00:00+00:00,131.38,132.465,131.235,132.21,6881959.0,51661.0,132.028512
PEP,2020-06-09 04:00:00+00:00,131.83,133.15,131.05,132.97,7342189.0,59128.0,132.485866
PEP,2020-06-10 04:00:00+00:00,133.28,135.16,133.17,134.13,8939502.0,60103.0,134.169643
PEP,2020-06-11 04:00:00+00:00,134.22,135.14,127.46,127.84,10014185.0,87379.0,129.166816
PEP,2020-06-12 04:00:00+00:00,129.15,129.93,127.43,129.0,8158996.0,78757.0,128.85021
PEP,2020-06-15 04:00:00+00:00,128.29,130.96,126.53,130.48,6421197.0,56536.0,129.600829
PEP,2020-06-16 04:00:00+00:00,132.68,133.06,130.12,131.67,6071743.0,63869.0,131.813471
PEP,2020-06-17 04:00:00+00:00,131.89,133.04,131.49,131.76,3781791.0,42409.0,132.169747
PEP,2020-06-18 04:00:00+00:00,131.42,133.13,130.63,132.78,4010439.0,36985.0,132.343928
PEP,2020-06-19 04:00:00+00:00,134.41,134.82,131.22,131.28,12528152.0,52425.0,132.472976
PEP,2020-06-22 04:00:00+00:00,130.55,131.76,129.95,131.05,4070940.0,39443.0,130.974388
PEP,2020-06-23 04:00:00+00:00,131.62,132.68,130.98,131.36,4245406.0,40362.0,131.740454
PEP,2020-06-24 04:00:00+00:00,130.52,131.07,128.68,129.56,5675629.0,55269.0,129.608488
PEP,2020-06-25 04:00:00+00:00,129.14,131.73,128.05,131.41,4977310.0,47236.0,130.42076
